date,city,city_zh,PM2.5,PM10,SO2,NO2,CO,O3_MDA8
2015-01-02,Dongguan,东莞,74.7,110.1,28.6,55.9,0.99,133.0
2015-01-02,Foshan,佛山,55.6,92.6,37.1,75.9,1.08,84.0
2015-01-02,Guangzhou,广州,53.6,97.3,19.9,64.9,1.27,79.0
2015-01-02,Huizhou,惠州,43.0,92.4,20.1,26.4,0.97,115.0
2015-01-02,Jiangmen,江门,85.2,123.3,45.7,50.7,1.55,100.0
2015-01-02,Shenzhen,深圳,60.4,105.7,15.8,41.4,1.26,102.0
2015-01-02,Zhaoqing,肇庆,51.3,81.5,31.3,46.9,1.0,81.0
2015-01-02,Zhongshan,中山,54.8,110.1,20.3,39.9,1.3,56.0
2015-01-02,Zhuhai,珠海,71.8,112.9,13.0,37.5,1.55,91.0
2015-01-03,Dongguan,东莞,98.6,143.3,22.7,81.6,1.2,180.0
2015-01-03,Foshan,佛山,95.2,142.9,45.2,104.8,1.56,114.0
2015-01-03,Guangzhou,广州,102.4,156.9,30.5,99.2,1.71,98.0
2015-01-03,Huizhou,惠州,43.9,94.6,11.5,36.7,1.04,121.0
2015-01-03,Jiangmen,江门,105.6,134.8,40.1,51.2,1.77,141.0
2015-01-03,Shenzhen,深圳,45.1,81.0,11.9,44.7,1.14,110.0
2015-01-03,Zhaoqing,肇庆,81.0,117.4,45.0,68.5,1.27,100.0
2015-01-03,Zhongshan,中山,43.5,86.7,14.6,33.4,1.2,70.0
2015-01-03,Zhuhai,珠海,46.7,75.3,9.2,36.8,1.38,71.0
2015-01-04,Dongguan,东莞,,,,,,
2015-01-04,Foshan,佛山,,,,,,
2015-01-04,Guangzhou,广州,,,,,,
2015-01-04,Huizhou,惠州,,,,,,
2015-01-04,Jiangmen,江门,,,,,,
2015-01-04,Shenzhen,深圳,,,,,,
2015-01-04,Zhaoqing,肇庆,,,,,,
2015-01-04,Zhongshan,中山,,,,,,
2015-01-04,Zhuhai,珠海,,,,,,
2015-01-05,Dongguan,东莞,57.2,87.1,20.5,76.6,1.07,77.0
2015-01-05,Foshan,佛山,64.8,95.5,26.3,71.0,1.24,20.0
2015-01-05,Guangzhou,广州,61.5,90.5,29.9,79.7,1.48,21.0
2015-01-05,Huizhou,惠州,38.3,82.5,10.3,41.6,1.1,64.0
2015-01-05,Jiangmen,江门,69.0,,30.4,42.8,1.6,44.0
2015-01-05,Shenzhen,深圳,35.9,59.8,8.6,40.7,1.11,66.0
2015-01-05,Zhaoqing,肇庆,98.1,141.3,38.5,81.8,1.66,18.0
2015-01-05,Zhongshan,中山,34.8,59.4,13.9,36.5,1.21,28.0
2015-01-05,Zhuhai,珠海,41.9,59.4,9.3,52.4,1.29,56.0
2015-01-06,Dongguan,东莞,65.5,92.5,24.5,80.5,1.05,74.0
2015-01-06,Foshan,佛山,76.1,102.5,19.0,49.9,1.29,72.0
2015-01-06,Guangzhou,广州,84.1,116.8,22.5,86.3,1.66,40.0
2015-01-06,Huizhou,惠州,46.1,83.2,13.0,39.2,1.04,119.0
2015-01-06,Jiangmen,江门,60.1,77.3,31.1,44.9,1.69,64.0
2015-01-06,Shenzhen,深圳,40.5,69.5,12.1,56.7,1.09,66.0
2015-01-06,Zhaoqing,肇庆,96.6,136.6,35.5,75.8,1.6,67.0
2015-01-06,Zhongshan,中山,50.0,74.2,15.4,36.6,1.34,59.0
2015-01-06,Zhuhai,珠海,42.4,66.1,10.4,49.5,1.34,63.0
2015-01-07,Dongguan,东莞,52.7,66.4,23.1,40.3,1.56,45.0
2015-01-07,Foshan,佛山,43.5,62.4,18.5,37.9,1.71,20.0
2015-01-07,Guangzhou,广州,44.2,61.8,16.6,36.5,1.85,22.0
2015-01-07,Huizhou,惠州,31.0,59.4,14.3,31.9,1.47,68.0
2015-01-07,Jiangmen,江门,60.9,79.6,32.6,46.0,2.18,18.0
2015-01-07,Shenzhen,深圳,48.3,74.8,13.2,45.0,1.56,60.0
2015-01-07,Zhaoqing,肇庆,37.5,62.7,20.2,28.2,1.47,43.0
2015-01-07,Zhongshan,中山,53.8,78.0,19.3,33.7,1.84,15.0
2015-01-07,Zhuhai,珠海,61.2,86.7,16.9,48.4,1.96,51.0
2015-01-08,Dongguan,东莞,46.0,59.5,23.0,32.6,1.21,
2015-01-08,Foshan,佛山,38.7,57.6,17.2,33.7,1.36,
2015-01-08,Guangzhou,广州,44.4,61.7,18.8,35.3,1.45,
2015-01-08,Huizhou,惠州,33.4,59.1,17.1,21.8,1.33,
2015-01-08,Jiangmen,江门,47.9,65.4,26.3,40.3,1.83,
2015-01-08,Shenzhen,深圳,43.5,60.0,12.9,29.0,1.52,
2015-01-08,Zhaoqing,肇庆,29.5,50.9,20.6,28.7,1.42,
2015-01-08,Zhongshan,中山,45.4,69.8,24.4,28.2,1.53,
2015-01-08,Zhuhai,珠海,54.3,70.8,18.4,35.9,1.74,
2015-01-09,Dongguan,东莞,63.8,84.0,31.9,47.0,1.11,106.0
2015-01-09,Foshan,佛山,55.3,82.7,22.5,52.1,1.27,69.0
2015-01-09,Guangzhou,广州,56.8,74.3,23.2,54.0,1.3,75.0
2015-01-09,Huizhou,惠州,47.7,87.7,18.0,34.1,1.23,104.0
2015-01-09,Jiangmen,江门,73.9,102.3,38.9,67.7,1.58,84.0
2015-01-09,Shenzhen,深圳,68.1,99.2,14.7,47.5,1.33,108.0
2015-01-09,Zhaoqing,肇庆,41.7,76.9,25.9,40.3,1.2,87.0
2015-01-09,Zhongshan,中山,74.6,110.2,30.6,46.2,1.47,68.0
2015-01-09,Zhuhai,珠海,76.2,109.3,18.8,62.7,1.45,97.0
2015-01-10,Dongguan,东莞,69.8,96.8,33.2,54.6,1.14,119.0
2015-01-10,Foshan,佛山,60.6,93.2,26.4,57.8,1.3,82.0
2015-01-10,Guangzhou,广州,57.9,79.6,24.4,58.2,1.29,82.0
2015-01-10,Huizhou,惠州,52.7,102.4,18.3,40.8,1.21,116.0
2015-01-10,Jiangmen,江门,81.8,115.8,52.2,71.1,1.43,94.0
2015-01-10,Shenzhen,深圳,69.1,110.0,13.0,57.8,1.31,114.0
2015-01-10,Zhaoqing,肇庆,39.5,77.6,23.8,32.3,1.05,98.0
2015-01-10,Zhongshan,中山,81.0,125.6,32.0,50.6,1.6,85.0
2015-01-10,Zhuhai,珠海,84.8,135.3,22.0,72.2,1.47,104.0
2015-01-11,Dongguan,东莞,71.8,85.4,22.9,42.5,1.12,69.0
2015-01-11,Foshan,佛山,51.8,67.3,22.9,47.0,1.09,34.0
2015-01-11,Guangzhou,广州,54.6,68.7,14.5,48.6,1.22,39.0
2015-01-11,Huizhou,惠州,59.8,96.3,17.3,30.0,1.19,72.0
2015-01-11,Jiangmen,江门,67.9,,29.9,52.1,1.16,43.0
2015-01-11,Shenzhen,深圳,72.3,102.8,12.9,41.4,1.26,78.0
2015-01-11,Zhaoqing,肇庆,30.3,52.3,11.8,26.0,0.93,50.0
2015-01-11,Zhongshan,中山,70.3,91.6,25.0,41.0,1.38,37.0
2015-01-11,Zhuhai,珠海,86.1,107.5,23.3,55.9,1.44,75.0
2015-01-12,Dongguan,东莞,41.8,,10.7,31.4,0.99,
2015-01-12,Foshan,佛山,31.7,35.7,14.7,37.9,0.93,
2015-01-12,Guangzhou,广州,32.7,43.6,5.1,42.3,1.28,
2015-01-12,Huizhou,惠州,33.9,49.7,8.4,20.6,1.03,
2015-01-12,Jiangmen,江门,39.2,,10.2,44.6,1.12,
2015-01-12,Shenzhen,深圳,51.8,,7.6,30.8,1.25,
2015-01-12,Zhaoqing,肇庆,11.6,20.6,9.0,24.1,0.73,
2015-01-12,Zhongshan,中山,38.6,,15.2,33.4,1.34,
2015-01-12,Zhuhai,珠海,57.0,,10.0,42.1,1.34,
2015-01-13,Dongguan,东莞,14.1,,12.8,29.7,0.88,47.0
2015-01-13,Foshan,佛山,18.1,25.3,16.7,34.5,1.0,39.0
2015-01-13,Guangzhou,广州,13.5,22.9,5.4,39.5,1.21,38.0
2015-01-13,Huizhou,惠州,6.8,11.9,5.5,15.7,0.73,51.0
2015-01-13,Jiangmen,江门,19.7,,10.4,37.1,1.09,46.0
2015-01-13,Shenzhen,深圳,14.3,24.2,4.9,30.3,1.16,56.0
2015-01-13,Zhaoqing,肇庆,5.5,12.9,8.7,19.5,0.81,60.0
2015-01-13,Zhongshan,中山,18.2,,11.4,30.6,1.38,26.0
2015-01-13,Zhuhai,珠海,20.2,,6.5,33.5,1.27,55.0
2015-01-14,Dongguan,东莞,19.8,29.7,12.5,27.0,0.8,90.0
2015-01-14,Foshan,佛山,25.7,39.8,18.4,38.8,0.95,65.0
2015-01-14,Guangzhou,广州,23.3,36.7,10.0,39.0,0.96,65.0
2015-01-14,Huizhou,惠州,14.1,25.7,7.5,11.9,0.69,80.0
2015-01-14,Jiangmen,江门,31.7,45.7,18.3,41.6,1.17,91.0
2015-01-14,Shenzhen,深圳,20.3,37.6,6.7,27.1,1.11,81.0
2015-01-14,Zhaoqing,肇庆,12.0,32.4,11.7,27.9,0.82,80.0
2015-01-14,Zhongshan,中山,26.3,43.2,17.3,36.0,1.35,54.0
2015-01-14,Zhuhai,珠海,28.0,43.8,13.8,39.4,1.24,90.0
2015-01-15,Dongguan,东莞,41.6,58.7,19.0,39.3,0.95,91.0
2015-01-15,Foshan,佛山,39.7,56.9,15.8,55.0,0.95,72.0
2015-01-15,Guangzhou,广州,44.3,62.9,10.2,58.6,0.95,67.0
2015-01-15,Huizhou,惠州,29.3,53.9,9.7,26.0,0.92,82.0
2015-01-15,Jiangmen,江门,49.9,64.8,14.0,58.0,1.31,92.0
2015-01-15,Shenzhen,深圳,37.0,62.0,7.4,43.0,1.16,97.0
2015-01-15,Zhaoqing,肇庆,25.3,63.3,22.8,47.3,0.97,72.0
2015-01-15,Zhongshan,中山,46.4,71.4,20.7,42.3,1.46,70.0
2015-01-15,Zhuhai,珠海,50.4,,13.8,39.0,1.3,94.0
2015-01-16,Dongguan,东莞,60.2,78.8,23.1,55.6,1.06,94.0
2015-01-16,Foshan,佛山,68.1,102.9,31.5,74.4,1.3,74.0
2015-01-16,Guangzhou,广州,63.4,100.0,18.9,76.3,1.34,66.0
2015-01-16,Huizhou,惠州,34.0,65.2,12.6,35.6,0.96,86.0
2015-01-16,Jiangmen,江门,76.3,103.5,34.6,71.7,1.48,98.0
2015-01-16,Shenzhen,深圳,52.1,91.0,9.1,65.2,1.31,96.0
2015-01-16,Zhaoqing,肇庆,31.9,62.1,18.3,52.0,1.04,73.0
2015-01-16,Zhongshan,中山,74.4,120.9,27.4,69.7,2.03,54.0
2015-01-16,Zhuhai,珠海,87.8,127.8,29.7,80.4,1.55,93.0
2015-01-17,Dongguan,东莞,49.4,66.8,18.4,45.9,0.82,113.0
2015-01-17,Foshan,佛山,47.5,70.2,19.2,60.8,1.04,93.0
2015-01-17,Guangzhou,广州,49.5,67.9,15.6,59.4,0.91,83.0
2015-01-17,Huizhou,惠州,38.3,66.0,12.8,23.5,0.85,102.0
2015-01-17,Jiangmen,江门,59.7,79.7,21.9,58.3,1.28,133.0
2015-01-17,Shenzhen,深圳,49.1,77.3,9.6,37.2,1.06,100.0
2015-01-17,Zhaoqing,肇庆,44.2,79.3,21.5,47.5,1.01,107.0
2015-01-17,Zhongshan,中山,56.2,87.0,25.0,48.0,1.49,86.0
2015-01-17,Zhuhai,珠海,59.3,87.1,16.0,47.4,1.35,88.0
2015-01-18,Dongguan,东莞,83.4,111.8,27.9,55.3,1.12,108.0
2015-01-18,Foshan,佛山,83.1,116.6,29.0,72.4,1.44,94.0
2015-01-18,Guangzhou,广州,75.8,102.2,23.7,62.3,1.16,93.0
2015-01-18,Huizhou,惠州,54.4,97.2,17.4,31.8,1.02,110.0
2015-01-18,Jiangmen,江门,109.0,130.4,35.0,72.7,1.61,128.0
2015-01-18,Shenzhen,深圳,70.8,103.5,11.8,38.6,1.26,107.0
2015-01-18,Zhaoqing,肇庆,74.9,107.4,24.8,53.4,1.11,101.0
2015-01-18,Zhongshan,中山,78.2,110.4,20.2,42.4,1.6,83.0
2015-01-18,Zhuhai,珠海,82.7,,14.2,39.0,1.52,113.0
2015-01-19,Dongguan,东莞,69.5,100.0,26.0,51.6,1.0,130.0
2015-01-19,Foshan,佛山,59.8,92.4,24.3,64.5,1.18,99.0
2015-01-19,Guangzhou,广州,67.1,95.9,20.6,65.6,1.17,96.0
2015-01-19,Huizhou,惠州,54.9,100.8,18.8,30.9,1.02,115.0
2015-01-19,Jiangmen,江门,74.9,101.9,24.7,61.7,1.49,111.0
2015-01-19,Shenzhen,深圳,67.1,108.1,14.6,42.3,1.21,119.0
2015-01-19,Zhaoqing,肇庆,66.0,107.5,23.1,50.1,1.09,103.0
2015-01-19,Zhongshan,中山,73.7,116.5,34.9,52.5,1.64,89.0
2015-01-19,Zhuhai,珠海,75.4,106.5,22.7,42.5,1.44,111.0
2015-01-20,Dongguan,东莞,112.8,166.8,28.8,98.6,1.46,178.0
2015-01-20,Foshan,佛山,110.1,169.4,38.7,119.0,1.92,115.0
2015-01-20,Guangzhou,广州,135.8,184.2,38.6,151.8,2.16,89.0
2015-01-20,Huizhou,惠州,64.6,130.9,13.7,52.6,1.16,131.0
2015-01-20,Jiangmen,江门,113.8,153.6,42.6,75.3,1.75,181.0
2015-01-20,Shenzhen,深圳,63.5,110.6,11.5,62.1,1.28,114.0
2015-01-20,Zhaoqing,肇庆,82.2,138.6,34.4,77.7,1.29,116.0
2015-01-20,Zhongshan,中山,67.2,110.8,19.8,51.5,1.75,81.0
2015-01-20,Zhuhai,珠海,68.5,100.2,13.0,53.7,1.48,93.0
2015-01-21,Dongguan,东莞,117.2,170.9,36.9,103.3,1.53,141.0
2015-01-21,Foshan,佛山,112.3,170.1,39.1,103.8,1.7,116.0
2015-01-21,Guangzhou,广州,125.7,159.0,33.7,124.6,1.92,100.0
2015-01-21,Huizhou,惠州,68.7,137.3,18.0,60.3,1.36,125.0
2015-01-21,Jiangmen,江门,117.7,150.1,37.9,61.7,1.66,166.0
2015-01-21,Shenzhen,深圳,100.4,160.7,17.9,101.8,1.63,142.0
2015-01-21,Zhaoqing,肇庆,105.5,157.3,25.9,81.0,1.47,123.0
2015-01-21,Zhongshan,中山,102.2,164.5,30.7,72.5,1.87,117.0
2015-01-21,Zhuhai,珠海,116.2,166.4,31.7,73.3,1.8,133.0
2015-01-22,Dongguan,东莞,69.5,95.3,20.8,65.0,1.04,130.0
2015-01-22,Foshan,佛山,65.9,105.9,30.2,76.0,1.29,117.0
2015-01-22,Guangzhou,广州,59.9,85.0,20.5,81.8,1.27,97.0
2015-01-22,Huizhou,惠州,40.2,84.2,14.7,37.2,0.96,110.0
2015-01-22,Jiangmen,江门,82.9,110.9,41.0,64.3,1.41,151.0
2015-01-22,Shenzhen,深圳,62.0,114.1,11.3,64.5,1.26,106.0
2015-01-22,Zhaoqing,肇庆,76.0,109.6,22.9,61.8,1.21,110.0
2015-01-22,Zhongshan,中山,71.5,116.5,17.2,60.0,1.8,95.0
2015-01-22,Zhuhai,珠海,79.1,115.2,18.0,61.9,1.64,85.0
2015-01-23,Dongguan,东莞,73.6,107.8,26.9,81.5,0.96,134.0
2015-01-23,Foshan,佛山,57.6,94.2,30.6,68.0,1.15,112.0
2015-01-23,Guangzhou,广州,66.4,98.8,31.7,92.6,1.12,102.0
2015-01-23,Huizhou,惠州,40.3,86.6,13.0,40.5,0.94,140.0
2015-01-23,Jiangmen,江门,56.8,78.0,28.2,43.2,1.22,122.0
2015-01-23,Shenzhen,深圳,49.0,98.4,11.1,55.6,1.14,126.0
2015-01-23,Zhaoqing,肇庆,74.9,100.4,32.2,61.3,1.18,118.0
2015-01-23,Zhongshan,中山,42.2,68.3,9.6,38.6,1.16,84.0
2015-01-23,Zhuhai,珠海,51.5,103.3,14.2,39.5,1.48,106.0
2015-01-24,Dongguan,东莞,60.1,88.5,18.2,45.7,0.8,121.0
2015-01-24,Foshan,佛山,64.2,98.6,27.0,73.2,1.22,61.0
2015-01-24,Guangzhou,广州,75.0,104.4,29.8,95.6,1.14,82.0
2015-01-24,Huizhou,惠州,43.7,84.1,11.8,34.5,1.0,107.0
2015-01-24,Jiangmen,江门,79.7,102.0,37.5,57.4,1.28,81.0
2015-01-24,Shenzhen,深圳,49.6,83.2,10.6,32.4,1.12,97.0
2015-01-24,Zhaoqing,肇庆,98.0,149.4,37.6,90.9,1.43,34.0
2015-01-24,Zhongshan,中山,55.0,83.7,17.3,52.9,1.26,44.0
2015-01-24,Zhuhai,珠海,62.4,94.9,13.0,51.5,1.53,66.0
2015-01-25,Dongguan,东莞,61.8,83.6,15.6,36.4,0.86,126.0
2015-01-25,Foshan,佛山,88.5,114.2,27.5,69.2,1.52,63.0
2015-01-25,Guangzhou,广州,69.6,92.8,24.2,75.2,1.18,49.0
2015-01-25,Huizhou,惠州,40.6,72.7,10.2,34.3,1.03,80.0
2015-01-25,Jiangmen,江门,86.4,104.5,32.0,57.8,1.42,109.0
2015-01-25,Shenzhen,深圳,46.0,73.2,9.5,42.2,1.15,80.0
2015-01-25,Zhaoqing,肇庆,120.2,145.8,30.6,79.4,1.6,68.0
2015-01-25,Zhongshan,中山,49.4,77.8,10.3,44.2,1.37,51.0
2015-01-25,Zhuhai,珠海,55.2,87.4,13.7,54.3,1.59,72.0
2015-01-26,Dongguan,东莞,64.7,80.1,18.0,44.7,0.91,88.0
2015-01-26,Foshan,佛山,81.3,113.5,28.8,66.5,1.4,50.0
2015-01-26,Guangzhou,广州,70.0,89.1,23.6,73.5,1.28,38.0
2015-01-26,Huizhou,惠州,38.0,66.5,10.0,30.2,0.99,76.0
2015-01-26,Jiangmen,江门,78.0,98.4,31.4,57.5,1.33,80.0
2015-01-26,Shenzhen,深圳,52.4,77.3,9.9,51.9,1.13,82.0
2015-01-26,Zhaoqing,肇庆,84.8,113.6,20.3,58.4,1.44,62.0
2015-01-26,Zhongshan,中山,54.5,74.9,12.6,54.2,1.41,70.0
2015-01-26,Zhuhai,珠海,54.5,82.5,15.0,45.5,1.58,73.0
2015-01-27,Dongguan,东莞,58.6,74.8,19.4,47.8,0.88,84.0
2015-01-27,Foshan,佛山,74.0,102.8,23.8,71.9,1.25,59.0
2015-01-27,Guangzhou,广州,66.4,83.9,23.8,71.4,1.14,45.0
2015-01-27,Huizhou,惠州,36.0,60.2,9.1,26.4,0.95,97.0
2015-01-27,Jiangmen,江门,69.0,,26.9,52.7,1.21,71.0
2015-01-27,Shenzhen,深圳,46.5,63.2,6.9,35.2,1.06,89.0
2015-01-27,Zhaoqing,肇庆,106.0,143.0,26.0,79.5,1.46,46.0
2015-01-27,Zhongshan,中山,47.3,57.8,11.2,47.2,1.35,54.0
2015-01-27,Zhuhai,珠海,48.5,69.3,10.5,33.9,1.57,80.0
2015-01-28,Dongguan,东莞,40.5,53.3,7.8,27.5,0.82,99.0
2015-01-28,Foshan,佛山,34.7,51.1,16.1,47.1,0.86,61.0
2015-01-28,Guangzhou,广州,48.8,67.6,14.9,56.5,1.06,76.0
2015-01-28,Huizhou,惠州,27.0,49.3,6.8,18.4,0.97,80.0
2015-01-28,Jiangmen,江门,42.8,52.8,17.7,38.5,1.06,79.0
2015-01-28,Shenzhen,深圳,28.9,41.8,4.9,20.4,1.07,77.0
2015-01-28,Zhaoqing,肇庆,69.0,90.8,34.3,52.8,0.99,57.0
2015-01-28,Zhongshan,中山,30.6,39.6,8.5,34.0,1.21,44.0
2015-01-28,Zhuhai,珠海,31.7,,6.5,23.5,1.49,77.0
2015-01-29,Dongguan,东莞,51.3,74.0,18.1,53.0,0.85,134.0
2015-01-29,Foshan,佛山,44.4,69.9,19.9,63.8,1.04,93.0
2015-01-29,Guangzhou,广州,52.8,85.2,20.3,71.1,1.05,78.0
2015-01-29,Huizhou,惠州,29.5,60.7,10.6,28.7,0.94,126.0
2015-01-29,Jiangmen,江门,45.2,61.2,24.1,51.3,1.17,94.0
2015-01-29,Shenzhen,深圳,31.6,57.8,9.5,48.6,1.06,76.0
2015-01-29,Zhaoqing,肇庆,64.1,90.2,32.6,57.1,1.02,81.0
2015-01-29,Zhongshan,中山,39.4,59.3,9.9,45.4,1.3,52.0
2015-01-29,Zhuhai,珠海,31.7,58.7,10.3,37.3,1.4,87.0
2015-01-30,Dongguan,东莞,47.4,64.7,21.3,45.2,1.1,59.0
2015-01-30,Foshan,佛山,27.1,45.9,15.2,41.2,1.2,28.0
2015-01-30,Guangzhou,广州,33.4,53.4,13.2,41.0,1.15,35.0
2015-01-30,Huizhou,惠州,23.3,48.2,11.0,29.6,1.08,79.0
2015-01-30,Jiangmen,江门,44.6,72.1,19.7,56.5,1.16,35.0
2015-01-30,Shenzhen,深圳,41.9,66.8,8.2,48.7,1.27,85.0
2015-01-30,Zhaoqing,肇庆,31.1,51.9,15.3,31.0,1.03,35.0
2015-01-30,Zhongshan,中山,48.8,73.4,18.0,47.0,1.74,37.0
2015-01-30,Zhuhai,珠海,54.7,82.8,14.6,51.7,1.78,85.0
2015-01-31,Dongguan,东莞,40.7,54.0,19.5,36.8,0.88,55.0
2015-01-31,Foshan,佛山,32.8,49.0,15.5,41.4,1.16,34.0
2015-01-31,Guangzhou,广州,36.0,51.9,12.8,39.4,0.95,32.0
2015-01-31,Huizhou,惠州,25.6,47.9,10.5,27.5,1.01,39.0
2015-01-31,Jiangmen,江门,46.5,68.0,20.7,57.8,0.82,43.0
2015-01-31,Shenzhen,深圳,41.5,68.1,7.7,44.8,1.28,38.0
2015-01-31,Zhaoqing,肇庆,37.5,53.1,15.3,31.6,1.05,43.0
2015-01-31,Zhongshan,中山,49.5,69.4,25.5,47.8,1.64,38.0
2015-01-31,Zhuhai,珠海,53.8,81.5,17.2,53.4,1.76,73.0
2015-02-01,Dongguan,东莞,46.0,57.8,15.9,36.1,0.88,68.0
2015-02-01,Foshan,佛山,40.0,56.4,14.8,44.1,1.18,54.0
2015-02-01,Guangzhou,广州,41.8,60.0,11.8,43.2,1.0,57.0
2015-02-01,Huizhou,惠州,33.4,58.9,10.2,29.4,1.1,61.0
2015-02-01,Jiangmen,江门,57.2,80.4,19.6,62.2,0.97,38.0
2015-02-01,Shenzhen,深圳,50.7,72.8,7.7,34.5,1.29,73.0
2015-02-01,Zhaoqing,肇庆,40.5,56.2,16.5,31.0,1.01,70.0
2015-02-01,Zhongshan,中山,58.1,78.2,24.9,48.8,1.67,35.0
2015-02-01,Zhuhai,珠海,63.6,92.5,13.2,47.0,1.76,82.0
2015-02-02,Dongguan,东莞,57.1,75.7,19.5,55.8,1.03,111.0
2015-02-02,Foshan,佛山,51.5,72.3,18.9,57.9,1.37,91.0
2015-02-02,Guangzhou,广州,54.8,80.1,15.0,65.8,1.14,71.0
2015-02-02,Huizhou,惠州,35.7,63.3,10.9,29.2,1.1,105.0
2015-02-02,Jiangmen,江门,72.6,93.6,27.8,72.0,1.03,81.0
2015-02-02,Shenzhen,深圳,54.0,81.5,8.6,42.4,1.28,117.0
2015-02-02,Zhaoqing,肇庆,52.1,70.6,20.2,40.2,1.21,97.0
2015-02-02,Zhongshan,中山,68.8,91.4,21.7,56.5,1.92,97.0
2015-02-02,Zhuhai,珠海,72.7,101.0,14.6,56.9,1.87,107.0
2015-02-03,Dongguan,东莞,70.4,96.2,25.5,60.8,1.04,93.0
2015-02-03,Foshan,佛山,83.9,115.9,28.0,86.7,1.64,77.0
2015-02-03,Guangzhou,广州,81.0,107.2,23.5,85.0,1.35,53.0
2015-02-03,Huizhou,惠州,46.3,83.7,12.8,38.7,1.09,90.0
2015-02-03,Jiangmen,江门,106.0,127.8,40.5,84.1,1.08,121.0
2015-02-03,Shenzhen,深圳,50.1,78.7,11.5,50.9,1.15,102.0
2015-02-03,Zhaoqing,肇庆,87.0,120.8,25.0,56.3,1.38,72.0
2015-02-03,Zhongshan,中山,70.4,94.7,15.9,65.4,1.64,92.0
2015-02-03,Zhuhai,珠海,57.4,85.1,10.6,60.2,1.65,80.0
2015-02-04,Dongguan,东莞,64.0,77.5,16.0,38.7,1.25,51.0
2015-02-04,Foshan,佛山,39.9,55.7,14.1,44.9,1.52,17.0
2015-02-04,Guangzhou,广州,49.8,63.3,12.2,43.4,1.31,17.0
2015-02-04,Huizhou,惠州,31.4,57.6,10.0,27.3,1.11,58.0
2015-02-04,Jiangmen,江门,55.3,79.3,20.2,50.9,1.18,22.0
2015-02-04,Shenzhen,深圳,52.6,74.2,8.4,38.3,1.36,66.0
2015-02-04,Zhaoqing,肇庆,45.5,58.2,13.3,29.1,1.33,27.0
2015-02-04,Zhongshan,中山,69.6,95.6,16.9,59.3,2.06,19.0
2015-02-04,Zhuhai,珠海,75.8,105.3,16.4,57.8,2.19,61.0
2015-02-05,Dongguan,东莞,39.1,46.4,9.4,19.7,0.98,80.0
2015-02-05,Foshan,佛山,37.0,46.9,11.3,29.0,1.25,56.0
2015-02-05,Guangzhou,广州,41.6,53.2,9.9,26.8,1.04,61.0
2015-02-05,Huizhou,惠州,35.8,54.6,9.4,16.9,1.06,73.0
2015-02-05,Jiangmen,江门,38.8,54.9,14.5,34.7,0.98,57.0
2015-02-05,Shenzhen,深圳,41.7,56.0,7.6,25.0,1.34,70.0
2015-02-05,Zhaoqing,肇庆,49.6,54.9,12.5,21.3,1.09,54.0
2015-02-05,Zhongshan,中山,43.3,53.8,13.1,32.2,1.38,42.0
2015-02-05,Zhuhai,珠海,44.4,,12.4,30.1,1.96,79.0
2015-02-06,Dongguan,东莞,82.5,102.0,23.2,38.0,1.1,79.0
2015-02-06,Foshan,佛山,78.8,99.4,22.6,50.5,1.3,55.0
2015-02-06,Guangzhou,广州,88.4,111.3,27.1,54.2,1.15,57.0
2015-02-06,Huizhou,惠州,67.8,105.0,19.3,26.7,1.18,82.0
2015-02-06,Jiangmen,江门,87.9,117.3,29.0,55.3,1.09,48.0
2015-02-06,Shenzhen,深圳,76.7,98.4,12.3,41.5,1.37,64.0
2015-02-06,Zhaoqing,肇庆,88.8,105.5,24.1,28.0,1.14,86.0
2015-02-06,Zhongshan,中山,97.7,118.0,25.3,46.6,1.44,30.0
2015-02-06,Zhuhai,珠海,93.9,117.2,20.4,42.3,1.94,72.0
2015-02-07,Dongguan,东莞,91.2,117.0,24.7,55.7,1.23,84.0
2015-02-07,Foshan,佛山,102.4,137.9,27.9,91.3,1.66,40.0
2015-02-07,Guangzhou,广州,98.9,131.0,27.6,74.0,1.42,38.0
2015-02-07,Huizhou,惠州,65.2,107.6,14.6,35.8,1.22,96.0
2015-02-07,Jiangmen,江门,119.1,161.9,42.6,87.8,1.42,54.0
2015-02-07,Shenzhen,深圳,76.1,106.6,12.5,47.5,1.26,94.0
2015-02-07,Zhaoqing,肇庆,110.1,139.5,23.0,55.8,1.34,48.0
2015-02-07,Zhongshan,中山,121.2,158.9,29.3,87.9,1.85,35.0
2015-02-07,Zhuhai,珠海,123.2,156.2,20.9,79.0,1.96,88.0
2015-02-08,Dongguan,东莞,61.1,78.4,18.5,30.1,0.91,131.0
2015-02-08,Foshan,佛山,60.0,85.3,20.9,51.0,1.2,103.0
2015-02-08,Guangzhou,广州,65.2,87.2,18.8,42.8,1.0,104.0
2015-02-08,Huizhou,惠州,47.5,85.3,17.7,22.7,0.89,120.0
2015-02-08,Jiangmen,江门,64.5,94.0,22.9,40.5,0.87,114.0
2015-02-08,Shenzhen,深圳,62.2,91.3,15.0,24.2,1.02,114.0
2015-02-08,Zhaoqing,肇庆,71.2,95.8,18.1,29.9,1.08,106.0
2015-02-08,Zhongshan,中山,70.0,96.7,19.8,42.8,1.33,84.0
2015-02-08,Zhuhai,珠海,77.0,106.9,18.7,34.7,1.82,122.0
2015-02-09,Dongguan,东莞,67.3,92.5,26.9,47.2,0.98,159.0
