date,city,city_zh,PM2.5,PM10,SO2,NO2,CO,O3_MDA8
2017-12-24,Zhaoqing,肇庆,60.4,87.2,16.2,55.7,1.16,113.0
2017-12-24,Zhongshan,中山,83.0,112.6,19.8,83.2,1.36,127.0
2017-12-24,Zhuhai,珠海,76.1,111.6,22.0,75.5,0.82,157.0
2017-12-25,Dongguan,东莞,63.9,84.9,22.0,61.0,1.18,135.0
2017-12-25,Foshan,佛山,70.4,106.2,24.1,68.2,0.88,124.0
2017-12-25,Guangzhou,广州,60.8,88.8,18.7,70.5,0.9,123.0
2017-12-25,Huizhou,惠州,59.9,90.6,17.9,39.8,1.13,133.0
2017-12-25,Jiangmen,江门,71.0,102.4,17.8,66.4,0.89,120.0
2017-12-25,Shenzhen,深圳,57.2,91.0,16.1,30.8,0.79,140.0
2017-12-25,Zhaoqing,肇庆,70.0,98.6,20.9,62.8,1.17,120.0
2017-12-25,Zhongshan,中山,67.9,96.1,28.5,72.1,1.0,143.0
2017-12-25,Zhuhai,珠海,69.7,99.2,19.5,37.2,0.63,168.0
2017-12-26,Dongguan,东莞,82.6,117.0,31.3,94.2,1.35,137.0
2017-12-26,Foshan,佛山,90.6,146.3,32.5,107.3,1.2,109.0
2017-12-26,Guangzhou,广州,71.0,115.9,21.3,109.0,1.17,105.0
2017-12-26,Huizhou,惠州,72.0,118.6,17.8,56.5,1.28,141.0
2017-12-26,Jiangmen,江门,106.3,160.8,29.6,121.8,1.3,107.0
2017-12-26,Shenzhen,深圳,67.4,115.9,14.2,41.6,0.96,157.0
2017-12-26,Zhaoqing,肇庆,65.3,102.5,22.7,81.6,1.19,108.0
2017-12-26,Zhongshan,中山,95.6,131.5,26.8,107.6,1.29,144.0
2017-12-26,Zhuhai,珠海,87.3,125.7,18.0,70.8,0.84,173.0
2017-12-27,Dongguan,东莞,92.2,121.2,21.5,82.2,1.3,155.0
2017-12-27,Foshan,佛山,98.9,155.0,32.6,106.3,1.2,146.0
2017-12-27,Guangzhou,广州,83.9,125.9,23.8,104.2,1.16,128.0
2017-12-27,Huizhou,惠州,67.8,96.1,14.9,45.8,1.2,133.0
2017-12-27,Jiangmen,江门,114.9,166.4,22.4,92.5,1.2,195.0
2017-12-27,Shenzhen,深圳,46.6,80.3,9.9,29.6,0.79,119.0
2017-12-27,Zhaoqing,肇庆,80.5,116.6,27.0,80.0,1.18,134.0
2017-12-27,Zhongshan,中山,90.7,114.4,11.0,73.5,1.04,200.0
2017-12-27,Zhuhai,珠海,46.5,71.4,13.5,47.0,0.59,113.0
2017-12-28,Dongguan,东莞,98.9,116.5,22.0,89.2,1.25,62.0
2017-12-28,Foshan,佛山,104.7,166.1,34.5,120.1,1.24,42.0
2017-12-28,Guangzhou,广州,91.5,126.8,22.6,110.4,1.17,45.0
2017-12-28,Huizhou,惠州,68.0,97.0,15.1,47.2,1.16,79.0
2017-12-28,Jiangmen,江门,108.6,161.1,27.2,113.3,1.15,49.0
2017-12-28,Shenzhen,深圳,46.6,85.7,9.8,42.2,0.8,91.0
2017-12-28,Zhaoqing,肇庆,110.4,144.0,27.8,99.6,1.33,58.0
2017-12-28,Zhongshan,中山,90.0,115.0,20.8,101.0,0.99,68.0
2017-12-28,Zhuhai,珠海,67.5,88.6,14.1,70.7,0.63,98.0
2017-12-29,Dongguan,东莞,78.2,83.3,18.7,59.2,0.98,118.0
2017-12-29,Foshan,佛山,90.3,143.5,22.5,87.5,1.18,125.0
2017-12-29,Guangzhou,广州,75.3,99.1,13.8,84.1,1.06,106.0
2017-12-29,Huizhou,惠州,65.6,79.9,12.0,34.0,1.05,103.0
2017-12-29,Jiangmen,江门,84.4,119.3,19.6,78.3,0.96,161.0
2017-12-29,Shenzhen,深圳,52.6,80.9,9.0,36.0,0.78,113.0
2017-12-29,Zhaoqing,肇庆,121.1,146.8,23.6,72.8,1.31,142.0
2017-12-29,Zhongshan,中山,80.8,88.9,16.7,68.6,0.93,154.0
2017-12-29,Zhuhai,珠海,68.8,91.8,11.5,62.0,0.7,125.0
2017-12-30,Dongguan,东莞,61.0,68.2,12.2,44.9,0.96,87.0
2017-12-30,Foshan,佛山,53.1,93.1,17.0,61.4,0.91,75.0
2017-12-30,Guangzhou,广州,63.4,85.8,14.3,65.5,0.94,77.0
2017-12-30,Huizhou,惠州,43.5,61.4,10.6,30.5,0.96,96.0
2017-12-30,Jiangmen,江门,51.4,82.7,14.5,59.2,0.72,85.0
2017-12-30,Shenzhen,深圳,36.0,60.0,8.7,28.7,0.74,124.0
2017-12-30,Zhaoqing,肇庆,85.1,109.5,22.5,63.8,1.21,82.0
2017-12-30,Zhongshan,中山,55.4,66.5,10.4,50.1,0.76,105.0
2017-12-30,Zhuhai,珠海,48.2,63.1,12.7,43.1,0.6,167.0
2017-12-31,Dongguan,东莞,45.1,61.1,12.2,29.6,1.06,124.0
2017-12-31,Foshan,佛山,40.3,71.5,13.2,36.5,1.0,107.0
2017-12-31,Guangzhou,广州,43.6,62.4,11.8,38.2,0.95,110.0
2017-12-31,Huizhou,惠州,47.4,78.1,11.6,23.5,1.16,116.0
2017-12-31,Jiangmen,江门,41.2,68.2,11.5,43.7,0.86,118.0
2017-12-31,Shenzhen,深圳,42.1,67.5,9.1,22.1,0.92,127.0
2017-12-31,Zhaoqing,肇庆,39.5,56.7,11.0,32.7,1.14,96.0
2017-12-31,Zhongshan,中山,42.2,61.0,9.8,40.1,0.94,121.0
2017-12-31,Zhuhai,珠海,46.3,72.1,11.2,27.1,0.79,159.0
2018-01-01,Dongguan,东莞,,,,,,88.0
2018-01-01,Foshan,佛山,,,,,,99.0
2018-01-01,Guangzhou,广州,,,,,,83.0
2018-01-01,Huizhou,惠州,,,,,,80.0
2018-01-01,Jiangmen,江门,,,,,,79.0
2018-01-01,Shenzhen,深圳,,,,,,99.0
2018-01-01,Zhaoqing,肇庆,,,,,,105.0
2018-01-01,Zhongshan,中山,,,,,,83.0
2018-01-01,Zhuhai,珠海,,,,,,100.0
2018-01-02,Dongguan,东莞,91.1,112.2,13.8,67.6,1.28,120.0
2018-01-02,Foshan,佛山,97.4,158.8,23.5,93.3,1.33,72.0
2018-01-02,Guangzhou,广州,94.0,135.0,18.8,91.0,1.39,69.0
2018-01-02,Huizhou,惠州,74.2,109.0,12.8,44.0,1.34,106.0
2018-01-02,Jiangmen,江门,95.5,132.0,17.1,72.7,1.19,114.0
2018-01-02,Shenzhen,深圳,63.2,103.6,10.3,34.4,1.01,105.0
2018-01-02,Zhaoqing,肇庆,112.7,151.7,28.2,85.4,1.67,61.0
2018-01-02,Zhongshan,中山,87.2,114.5,9.2,71.7,1.13,111.0
2018-01-02,Zhuhai,珠海,68.4,93.3,15.7,60.6,0.85,88.0
2018-01-03,Dongguan,东莞,82.5,115.2,15.8,82.3,1.18,165.0
2018-01-03,Foshan,佛山,92.8,163.9,28.3,93.9,1.33,126.0
2018-01-03,Guangzhou,广州,99.4,136.2,21.0,95.2,1.44,147.0
2018-01-03,Huizhou,惠州,56.9,87.2,13.1,45.3,1.21,117.0
2018-01-03,Jiangmen,江门,78.2,130.5,20.9,81.2,1.18,124.0
2018-01-03,Shenzhen,深圳,34.9,64.0,8.2,29.8,0.8,109.0
2018-01-03,Zhaoqing,肇庆,105.0,135.7,22.2,77.7,1.57,85.0
2018-01-03,Zhongshan,中山,40.1,64.4,10.7,66.0,0.76,92.0
2018-01-03,Zhuhai,珠海,31.8,61.4,16.4,66.3,0.6,95.0
2018-01-04,Dongguan,东莞,45.0,67.6,13.3,58.6,0.76,102.0
2018-01-04,Foshan,佛山,60.0,114.7,21.7,73.5,1.0,93.0
2018-01-04,Guangzhou,广州,70.1,111.3,19.2,84.7,1.16,117.0
2018-01-04,Huizhou,惠州,41.8,67.2,9.5,40.2,1.03,62.0
2018-01-04,Jiangmen,江门,38.2,75.8,15.5,60.8,0.72,66.0
2018-01-04,Shenzhen,深圳,27.1,52.6,7.2,28.8,0.7,67.0
2018-01-04,Zhaoqing,肇庆,103.9,139.5,24.2,79.5,1.37,106.0
2018-01-04,Zhongshan,中山,26.5,47.8,10.0,49.7,0.62,58.0
2018-01-04,Zhuhai,珠海,26.8,47.5,11.7,56.9,0.5,60.0
2018-01-05,Dongguan,东莞,38.6,52.8,14.3,46.5,0.97,27.0
2018-01-05,Foshan,佛山,27.9,60.8,13.0,52.3,1.15,10.0
2018-01-05,Guangzhou,广州,32.2,53.3,12.5,55.5,1.13,12.0
2018-01-05,Huizhou,惠州,30.9,47.6,8.3,32.9,1.13,27.0
2018-01-05,Jiangmen,江门,40.2,71.3,10.2,56.2,1.03,9.0
2018-01-05,Shenzhen,深圳,31.5,53.5,6.6,39.2,0.81,41.0
2018-01-05,Zhaoqing,肇庆,44.4,61.5,13.5,50.5,1.25,20.0
2018-01-05,Zhongshan,中山,37.5,66.2,13.6,66.2,1.11,9.0
2018-01-05,Zhuhai,珠海,47.9,61.5,11.3,66.4,0.85,51.0
2018-01-06,Dongguan,东莞,29.4,,11.8,37.8,1.05,9.0
2018-01-06,Foshan,佛山,19.9,32.1,7.4,34.4,1.25,4.0
2018-01-06,Guangzhou,广州,20.0,24.4,6.6,37.9,1.15,6.0
2018-01-06,Huizhou,惠州,20.5,27.8,6.3,27.8,1.18,11.0
2018-01-06,Jiangmen,江门,22.1,34.7,5.6,41.5,1.19,3.0
2018-01-06,Shenzhen,深圳,23.7,34.4,5.4,31.1,0.89,35.0
2018-01-06,Zhaoqing,肇庆,24.8,27.4,7.9,37.5,1.37,8.0
2018-01-06,Zhongshan,中山,36.6,42.0,8.0,43.5,1.38,4.0
2018-01-06,Zhuhai,珠海,34.8,47.5,5.0,50.7,1.13,34.0
2018-01-07,Dongguan,东莞,22.6,,6.9,40.0,0.97,24.0
2018-01-07,Foshan,佛山,26.1,37.0,8.6,45.4,1.24,6.0
2018-01-07,Guangzhou,广州,21.9,28.2,7.4,49.8,1.07,12.0
2018-01-07,Huizhou,惠州,11.3,,6.0,27.7,1.03,34.0
2018-01-07,Jiangmen,江门,23.8,38.4,8.7,47.8,1.0,9.0
2018-01-07,Shenzhen,深圳,9.6,12.6,5.0,21.7,0.71,57.0
2018-01-07,Zhaoqing,肇庆,24.1,32.8,8.8,47.4,1.43,7.0
2018-01-07,Zhongshan,中山,23.9,,5.5,40.5,0.97,14.0
2018-01-07,Zhuhai,珠海,6.8,14.4,8.9,43.7,0.66,42.0
2018-01-08,Dongguan,东莞,23.5,,7.8,33.4,1.23,20.0
2018-01-08,Foshan,佛山,18.4,29.6,7.4,34.4,1.2,23.0
2018-01-08,Guangzhou,广州,18.7,24.8,6.5,40.0,1.23,12.0
2018-01-08,Huizhou,惠州,11.5,16.2,6.8,21.9,1.17,38.0
2018-01-08,Jiangmen,江门,13.1,25.3,4.8,35.5,0.93,21.0
2018-01-08,Shenzhen,深圳,12.8,18.0,5.1,26.0,0.9,32.0
2018-01-08,Zhaoqing,肇庆,17.5,22.4,7.6,32.8,1.23,54.0
2018-01-08,Zhongshan,中山,19.0,,5.3,39.7,1.32,6.0
2018-01-08,Zhuhai,珠海,13.0,18.0,5.2,38.5,0.91,38.0
2018-01-09,Dongguan,东莞,37.9,43.9,9.2,30.6,1.05,52.0
2018-01-09,Foshan,佛山,39.4,54.8,9.4,30.9,1.01,42.0
2018-01-09,Guangzhou,广州,40.3,49.5,8.9,37.2,1.06,49.0
2018-01-09,Huizhou,惠州,37.8,52.1,7.9,16.5,1.23,66.0
2018-01-09,Jiangmen,江门,33.7,46.7,7.5,37.6,1.11,45.0
2018-01-09,Shenzhen,深圳,36.2,47.1,7.7,20.5,1.03,63.0
2018-01-09,Zhaoqing,肇庆,34.7,42.1,7.4,25.4,1.17,57.0
2018-01-09,Zhongshan,中山,36.5,46.3,7.8,33.1,1.1,44.0
2018-01-09,Zhuhai,珠海,46.4,45.5,8.2,27.7,1.06,66.0
2018-01-10,Dongguan,东莞,29.2,39.5,12.2,42.8,0.73,72.0
2018-01-10,Foshan,佛山,31.3,50.8,13.0,41.8,0.61,59.0
2018-01-10,Guangzhou,广州,27.3,43.5,10.8,49.0,0.73,62.0
2018-01-10,Huizhou,惠州,23.0,37.9,8.5,19.1,0.87,80.0
2018-01-10,Jiangmen,江门,32.2,52.1,11.2,48.7,0.81,42.0
2018-01-10,Shenzhen,深圳,25.1,45.1,8.9,22.8,0.7,76.0
2018-01-10,Zhaoqing,肇庆,31.1,46.2,12.1,39.8,1.03,61.0
2018-01-10,Zhongshan,中山,32.5,50.4,14.6,47.3,0.64,51.0
2018-01-10,Zhuhai,珠海,32.5,50.4,11.4,36.0,0.83,79.0
2018-01-11,Dongguan,东莞,23.8,36.1,15.0,40.2,0.59,90.0
2018-01-11,Foshan,佛山,26.6,47.4,14.0,45.4,0.49,80.0
2018-01-11,Guangzhou,广州,21.5,38.0,10.5,49.7,0.58,85.0
2018-01-11,Huizhou,惠州,17.8,35.0,9.2,19.2,0.81,93.0
2018-01-11,Jiangmen,江门,28.0,48.5,10.8,52.0,0.71,74.0
2018-01-11,Shenzhen,深圳,19.7,38.2,8.7,23.0,0.6,92.0
2018-01-11,Zhaoqing,肇庆,25.4,49.4,13.6,44.4,0.91,71.0
2018-01-11,Zhongshan,中山,27.7,49.3,18.5,51.1,0.55,80.0
2018-01-11,Zhuhai,珠海,26.5,46.5,11.1,31.8,0.59,115.0
2018-01-12,Dongguan,东莞,20.8,33.5,13.0,38.1,0.53,89.0
2018-01-12,Foshan,佛山,26.9,47.8,12.0,47.1,0.46,85.0
2018-01-12,Guangzhou,广州,22.5,41.0,11.1,53.6,0.57,86.0
2018-01-12,Huizhou,惠州,16.0,37.9,8.8,25.7,0.78,88.0
2018-01-12,Jiangmen,江门,29.5,51.1,10.3,57.5,0.77,78.0
2018-01-12,Shenzhen,深圳,18.4,37.1,8.0,29.8,0.54,88.0
2018-01-12,Zhaoqing,肇庆,30.1,55.0,15.6,49.0,0.81,85.0
2018-01-12,Zhongshan,中山,26.9,49.7,18.3,52.9,0.56,77.0
2018-01-12,Zhuhai,珠海,24.2,43.8,11.3,36.7,0.52,108.0
2018-01-13,Dongguan,东莞,37.7,56.6,17.2,58.1,0.69,103.0
2018-01-13,Foshan,佛山,44.1,72.1,18.0,69.8,0.59,91.0
2018-01-13,Guangzhou,广州,32.0,55.2,15.6,74.5,0.68,77.0
2018-01-13,Huizhou,惠州,27.6,53.2,10.6,34.6,0.76,107.0
2018-01-13,Jiangmen,江门,49.5,77.9,18.1,74.0,0.99,100.0
2018-01-13,Shenzhen,深圳,29.2,54.0,9.5,37.2,0.66,111.0
2018-01-13,Zhaoqing,肇庆,36.5,62.2,20.8,58.2,0.91,78.0
2018-01-13,Zhongshan,中山,36.3,56.0,11.0,60.9,0.61,82.0
2018-01-13,Zhuhai,珠海,40.2,66.1,13.0,58.5,0.66,102.0
2018-01-14,Dongguan,东莞,53.5,75.5,17.8,63.2,0.9,127.0
2018-01-14,Foshan,佛山,65.6,104.9,18.5,84.5,0.79,101.0
2018-01-14,Guangzhou,广州,57.3,93.7,17.5,89.6,0.95,94.0
2018-01-14,Huizhou,惠州,37.6,66.2,10.4,44.8,0.94,109.0
2018-01-14,Jiangmen,江门,70.3,99.5,17.8,76.8,1.0,133.0
2018-01-14,Shenzhen,深圳,29.8,54.0,8.0,39.4,0.66,111.0
2018-01-14,Zhaoqing,肇庆,76.0,110.3,27.5,87.0,1.18,86.0
2018-01-14,Zhongshan,中山,49.9,73.9,11.2,64.6,0.77,146.0
2018-01-14,Zhuhai,珠海,33.2,55.5,10.2,42.8,0.56,134.0
2018-01-15,Dongguan,东莞,75.3,101.5,21.9,92.0,1.21,144.0
2018-01-15,Foshan,佛山,84.7,143.2,25.0,105.1,1.26,113.0
2018-01-15,Guangzhou,广州,66.0,103.2,17.6,105.3,1.32,98.0
2018-01-15,Huizhou,惠州,47.9,77.8,11.3,53.0,1.02,112.0
2018-01-15,Jiangmen,江门,92.9,128.0,20.3,87.9,1.28,140.0
2018-01-15,Shenzhen,深圳,39.4,68.8,9.5,54.6,0.76,117.0
2018-01-15,Zhaoqing,肇庆,83.6,112.5,21.9,84.3,1.24,103.0
2018-01-15,Zhongshan,中山,61.2,85.8,10.2,77.9,0.99,122.0
2018-01-15,Zhuhai,珠海,49.2,74.3,14.7,67.7,0.66,103.0
2018-01-16,Dongguan,东莞,73.2,93.6,19.5,97.2,1.17,121.0
2018-01-16,Foshan,佛山,84.4,141.5,20.9,112.8,1.14,112.0
2018-01-16,Guangzhou,广州,93.9,131.6,15.2,135.2,1.38,105.0
2018-01-16,Huizhou,惠州,47.9,78.4,12.1,60.2,1.08,119.0
2018-01-16,Jiangmen,江门,79.6,113.5,14.8,86.4,1.1,154.0
2018-01-16,Shenzhen,深圳,50.6,85.1,8.7,71.7,0.82,137.0
2018-01-16,Zhaoqing,肇庆,87.1,117.5,17.2,90.8,1.28,112.0
2018-01-16,Zhongshan,中山,66.9,,13.7,83.8,1.27,107.0
2018-01-16,Zhuhai,珠海,67.4,85.5,12.2,71.2,0.7,166.0
2018-01-17,Dongguan,东莞,107.9,133.0,25.3,120.1,1.47,148.0
2018-01-17,Foshan,佛山,108.7,168.1,27.6,114.0,1.38,135.0
2018-01-17,Guangzhou,广州,117.3,167.2,21.4,142.2,1.74,129.0
2018-01-17,Huizhou,惠州,67.1,108.2,15.1,71.8,1.27,118.0
2018-01-17,Jiangmen,江门,114.7,157.5,20.0,100.9,1.48,186.0
2018-01-17,Shenzhen,深圳,93.3,138.1,12.8,97.3,1.12,162.0
2018-01-17,Zhaoqing,肇庆,61.1,84.4,11.7,77.0,1.07,107.0
2018-01-17,Zhongshan,中山,112.2,120.0,18.5,107.0,1.68,136.0
2018-01-17,Zhuhai,珠海,118.1,146.3,18.9,73.1,1.02,240.0
2018-01-18,Dongguan,东莞,106.8,128.2,22.2,109.2,1.43,189.0
2018-01-18,Foshan,佛山,138.4,197.8,29.8,136.0,1.7,171.0
2018-01-18,Guangzhou,广州,146.0,192.0,19.2,176.7,1.97,117.0
2018-01-18,Huizhou,惠州,69.8,96.4,13.4,62.4,1.2,119.0
2018-01-18,Jiangmen,江门,136.2,190.6,26.7,119.5,1.74,226.0
2018-01-18,Shenzhen,深圳,62.0,93.0,10.5,57.8,0.86,125.0
2018-01-18,Zhaoqing,肇庆,87.5,114.8,16.1,83.0,1.17,157.0
2018-01-18,Zhongshan,中山,80.0,98.5,11.8,99.8,1.16,182.0
2018-01-18,Zhuhai,珠海,62.3,87.3,16.9,78.6,0.78,126.0
2018-01-19,Dongguan,东莞,126.2,149.0,22.0,116.9,1.42,75.0
2018-01-19,Foshan,佛山,121.6,191.8,32.8,129.2,1.46,105.0
2018-01-19,Guangzhou,广州,123.4,172.7,23.2,132.1,1.5,89.0
2018-01-19,Huizhou,惠州,68.8,87.2,12.9,53.2,1.19,60.0
2018-01-19,Jiangmen,江门,122.7,194.0,26.5,119.5,1.42,88.0
2018-01-19,Shenzhen,深圳,53.2,80.7,7.8,52.1,0.87,57.0
2018-01-19,Zhaoqing,肇庆,116.3,143.0,21.3,92.3,1.27,150.0
2018-01-19,Zhongshan,中山,105.6,124.9,17.5,108.2,1.35,37.0
2018-01-19,Zhuhai,珠海,63.2,75.5,13.8,76.2,0.84,47.0
2018-01-20,Dongguan,东莞,126.0,,24.4,85.3,1.36,94.0
2018-01-20,Foshan,佛山,100.7,165.4,22.4,104.9,1.34,45.0
2018-01-20,Guangzhou,广州,129.7,165.3,21.1,119.7,1.34,38.0
2018-01-20,Huizhou,惠州,67.5,86.5,13.1,42.5,1.2,81.0
2018-01-20,Jiangmen,江门,80.4,138.8,15.5,94.7,1.18,31.0
2018-01-20,Shenzhen,深圳,43.6,61.3,9.3,39.2,0.79,84.0
2018-01-20,Zhaoqing,肇庆,147.0,181.6,22.8,96.8,1.56,54.0
2018-01-20,Zhongshan,中山,56.4,69.8,10.3,67.5,1.08,60.0
2018-01-20,Zhuhai,珠海,38.0,46.9,8.2,48.8,0.72,83.0
2018-01-21,Dongguan,东莞,113.0,,14.8,80.2,1.25,117.0
2018-01-21,Foshan,佛山,81.8,138.5,20.7,85.8,1.13,110.0
2018-01-21,Guangzhou,广州,104.6,123.5,18.5,100.2,1.16,68.0
2018-01-21,Huizhou,惠州,63.2,79.2,8.5,44.6,1.22,101.0
2018-01-21,Jiangmen,江门,54.1,79.8,11.9,44.7,0.79,117.0
2018-01-21,Shenzhen,深圳,53.0,72.8,8.9,38.0,0.79,98.0
2018-01-21,Zhaoqing,肇庆,141.7,176.9,21.7,81.4,1.48,92.0
2018-01-21,Zhongshan,中山,49.9,61.5,12.0,45.8,0.88,95.0
2018-01-21,Zhuhai,珠海,52.3,60.7,9.5,40.3,0.74,112.0
2018-01-22,Dongguan,东莞,141.4,,20.0,74.4,1.54,112.0
2018-01-22,Foshan,佛山,95.6,147.7,15.8,63.9,1.38,119.0
2018-01-22,Guangzhou,广州,120.4,143.1,15.7,74.3,1.48,112.0
2018-01-22,Huizhou,惠州,79.6,103.9,9.2,42.5,1.41,111.0
2018-01-22,Jiangmen,江门,91.2,144.8,14.1,59.0,1.31,165.0
2018-01-22,Shenzhen,深圳,102.3,144.5,11.8,70.7,1.1,143.0
2018-01-22,Zhaoqing,肇庆,107.8,126.4,11.8,56.3,1.37,81.0
2018-01-22,Zhongshan,中山,110.4,131.8,14.2,76.1,1.54,133.0
2018-01-22,Zhuhai,珠海,125.1,135.8,15.5,71.0,1.13,168.0
2018-01-23,Dongguan,东莞,81.8,92.5,16.8,59.8,1.66,57.0
2018-01-23,Foshan,佛山,77.9,124.2,19.2,74.8,1.49,28.0
2018-01-23,Guangzhou,广州,78.5,100.2,13.4,69.5,1.45,26.0
2018-01-23,Huizhou,惠州,62.0,80.6,8.7,40.4,1.41,81.0
2018-01-23,Jiangmen,江门,92.9,150.2,19.6,96.2,1.63,19.0
2018-01-23,Shenzhen,深圳,67.7,98.6,8.3,41.9,1.07,94.0
2018-01-23,Zhaoqing,肇庆,91.5,116.5,19.7,58.8,1.56,33.0
2018-01-23,Zhongshan,中山,95.1,124.3,20.1,91.9,1.53,55.0
2018-01-23,Zhuhai,珠海,71.2,90.8,12.7,54.6,1.03,106.0
2018-01-24,Dongguan,东莞,72.5,85.2,13.0,50.6,1.28,132.0
2018-01-24,Foshan,佛山,67.8,117.5,21.2,67.0,1.19,62.0
2018-01-24,Guangzhou,广州,79.2,105.6,16.3,76.2,1.29,75.0
2018-01-24,Huizhou,惠州,45.5,62.5,7.6,23.3,0.91,115.0
2018-01-24,Jiangmen,江门,49.3,82.5,11.8,43.4,0.86,115.0
2018-01-24,Shenzhen,深圳,35.5,58.8,6.6,17.6,0.73,112.0
2018-01-24,Zhaoqing,肇庆,105.5,135.3,26.0,77.6,1.66,23.0
2018-01-24,Zhongshan,中山,43.9,60.9,13.2,51.3,0.92,82.0
2018-01-24,Zhuhai,珠海,33.4,52.9,8.6,29.2,0.66,104.0
2018-01-25,Dongguan,东莞,48.2,61.5,9.8,46.1,0.93,124.0
2018-01-25,Foshan,佛山,42.5,78.8,13.2,58.1,0.7,58.0
2018-01-25,Guangzhou,广州,52.2,77.3,13.5,68.3,0.85,91.0
2018-01-25,Huizhou,惠州,32.7,48.2,5.9,23.1,0.76,99.0
2018-01-25,Jiangmen,江门,34.2,58.1,11.4,40.3,0.7,53.0
2018-01-25,Shenzhen,深圳,26.0,42.2,6.2,20.9,0.69,94.0
2018-01-25,Zhaoqing,肇庆,65.8,92.8,15.2,62.5,0.88,58.0
2018-01-25,Zhongshan,中山,29.8,48.4,11.4,44.5,0.73,55.0
2018-01-25,Zhuhai,珠海,26.3,41.4,8.8,34.9,0.6,85.0
2018-01-26,Dongguan,东莞,42.2,54.9,16.2,57.6,1.07,27.0
2018-01-26,Foshan,佛山,31.5,65.2,11.7,47.2,0.88,13.0
2018-01-26,Guangzhou,广州,37.5,61.2,11.3,53.3,0.98,18.0
2018-01-26,Huizhou,惠州,34.2,52.5,7.7,30.5,0.89,47.0
2018-01-26,Jiangmen,江门,30.4,60.5,11.3,42.3,0.91,45.0
2018-01-26,Shenzhen,深圳,38.2,67.9,7.6,37.0,0.79,69.0
2018-01-26,Zhaoqing,肇庆,51.7,65.0,9.8,45.9,1.01,18.0
2018-01-26,Zhongshan,中山,33.2,54.4,10.6,43.0,0.85,42.0
2018-01-26,Zhuhai,珠海,38.8,59.2,15.0,57.4,0.81,56.0
2018-01-27,Dongguan,东莞,38.2,50.3,14.6,45.1,0.96,63.0
2018-01-27,Foshan,佛山,34.8,62.5,11.6,46.2,0.85,27.0
2018-01-27,Guangzhou,广州,33.9,54.6,11.0,48.5,0.89,27.0
2018-01-27,Huizhou,惠州,32.6,49.4,6.9,31.4,0.87,62.0
2018-01-27,Jiangmen,江门,43.8,67.6,14.9,58.1,1.03,21.0
2018-01-27,Shenzhen,深圳,34.1,60.0,7.5,33.9,0.78,69.0
2018-01-27,Zhaoqing,肇庆,45.7,62.1,7.4,39.7,0.98,14.0
2018-01-27,Zhongshan,中山,43.4,64.3,14.2,55.5,0.87,38.0
2018-01-27,Zhuhai,珠海,39.7,58.6,14.8,50.3,0.8,41.0
2018-01-28,Dongguan,东莞,37.8,48.2,12.4,39.5,1.04,19.0
2018-01-28,Foshan,佛山,24.3,41.4,8.3,33.0,0.84,12.0
2018-01-28,Guangzhou,广州,26.5,41.9,9.0,37.4,0.96,14.0
2018-01-28,Huizhou,惠州,27.5,40.3,6.9,28.6,0.9,24.0
2018-01-28,Jiangmen,江门,35.4,54.7,9.2,40.4,1.01,9.0
2018-01-28,Shenzhen,深圳,32.2,57.7,7.2,36.0,0.8,38.0
2018-01-28,Zhaoqing,肇庆,26.5,38.0,6.3,32.2,1.0,21.0
2018-01-28,Zhongshan,中山,43.2,61.0,13.4,49.1,1.01,7.0
2018-01-28,Zhuhai,珠海,46.2,66.0,11.9,50.8,0.97,25.0
2018-01-29,Dongguan,东莞,14.9,20.1,6.0,26.2,0.83,37.0
2018-01-29,Foshan,佛山,18.6,27.0,4.8,25.0,0.78,26.0
2018-01-29,Guangzhou,广州,16.5,23.9,6.7,30.0,0.84,28.0
2018-01-29,Huizhou,惠州,13.1,19.2,4.9,18.3,0.88,43.0
2018-01-29,Jiangmen,江门,19.5,28.8,6.4,31.9,0.91,17.0
2018-01-29,Shenzhen,深圳,14.4,22.5,5.4,24.2,0.84,38.0
2018-01-29,Zhaoqing,肇庆,15.1,22.1,4.4,21.3,0.82,38.0
2018-01-29,Zhongshan,中山,15.8,21.0,5.6,30.5,0.81,24.0
2018-01-29,Zhuhai,珠海,17.5,26.2,10.5,28.5,0.8,33.0
2018-01-30,Dongguan,东莞,27.9,31.1,6.9,32.2,0.89,31.0
2018-01-30,Foshan,佛山,34.3,42.5,4.3,31.7,0.76,34.0
2018-01-30,Guangzhou,广州,30.0,35.7,6.5,37.6,0.82,40.0
2018-01-30,Huizhou,惠州,28.4,34.9,5.3,21.0,0.89,35.0
2018-01-30,Jiangmen,江门,33.2,40.1,4.8,37.7,0.79,30.0
2018-01-30,Shenzhen,深圳,28.4,38.5,5.9,28.8,1.0,30.0
2018-01-30,Zhaoqing,肇庆,30.3,38.3,4.6,26.0,0.89,37.0
2018-01-30,Zhongshan,中山,32.5,35.6,6.6,38.2,0.84,24.0
2018-01-30,Zhuhai,珠海,43.2,42.6,15.0,35.7,0.86,33.0
2018-01-31,Dongguan,东莞,17.8,21.9,7.1,27.6,0.95,53.0
2018-01-31,Foshan,佛山,24.2,31.9,4.7,26.8,0.81,42.0
2018-01-31,Guangzhou,广州,18.5,21.4,6.5,34.1,0.95,39.0
2018-01-31,Huizhou,惠州,16.2,20.8,5.1,18.9,0.77,61.0
