city,month,PM2.5,PM10,SO2,NO2,CO,O3_MDA8
Zhongshan,2022-04,18.4,36.0,4.2,20.8,0.49,104.6
Zhongshan,2022-05,14.6,27.1,3.5,17.6,0.55,94.3
Zhongshan,2022-06,7.8,17.5,3.9,8.5,0.54,60.9
Zhongshan,2022-07,11.9,23.7,4.4,9.3,0.55,90.5
Zhongshan,2022-08,9.7,20.0,3.8,13.7,0.54,89.5
Zhongshan,2022-09,27.4,49.0,5.7,20.9,0.6,182.2
Zhongshan,2022-10,22.0,44.0,7.2,22.8,0.49,155.9
Zhongshan,2022-11,18.4,32.6,5.6,30.0,0.59,73.3
Zhongshan,2022-12,26.0,43.9,7.5,38.6,0.6,68.5
Zhongshan,2023-01,28.5,41.7,4.8,25.4,0.57,70.6
Zhongshan,2023-02,24.9,42.7,5.6,25.7,0.53,102.5
Zhongshan,2023-03,25.6,46.3,5.8,24.3,0.56,101.5
Zhongshan,2023-04,19.6,36.3,4.9,19.6,0.52,97.6
Zhongshan,2023-05,19.3,33.9,4.4,15.9,0.47,102.3
Zhongshan,2023-06,10.6,19.3,4.8,9.2,0.39,88.6
Zhongshan,2023-07,9.8,18.2,5.8,8.2,0.38,86.2
Zhongshan,2023-08,10.9,20.6,4.4,10.9,0.42,78.8
Zhongshan,2023-09,11.5,20.4,5.2,15.3,0.4,91.7
Zhongshan,2023-10,22.4,36.4,4.2,23.9,0.56,119.2
Zhongshan,2023-11,27.6,52.5,4.9,33.8,0.52,119.4
Zhongshan,2023-12,33.2,55.0,5.8,44.7,0.63,76.7
Zhongshan,2024-01,33.6,52.2,5.2,38.9,0.61,90.6
Zhongshan,2024-02,21.4,32.1,5.2,18.7,0.52,57.8
Zhongshan,2024-03,23.8,42.0,5.7,24.9,0.54,82.2
Zhongshan,2024-04,17.5,30.1,4.8,15.6,0.45,68.7
Zhongshan,2024-05,15.3,28.8,5.2,21.2,0.45,104.9
Zhongshan,2024-06,8.8,19.1,5.8,11.0,0.36,62.5
Zhongshan,2024-07,7.2,15.8,6.8,9.6,0.36,59.2
Zhongshan,2024-08,14.4,26.6,4.8,13.3,0.48,90.7
Zhongshan,2024-09,14.3,26.8,3.9,16.8,0.47,118.7
Zhongshan,2024-10,20.8,37.8,6.0,20.7,0.5,141.0
Zhongshan,2024-11,22.5,39.4,6.2,31.6,0.5,92.1
Zhongshan,2024-12,40.1,62.8,6.0,43.7,0.6,107.3
Zhuhai,2015-01,59.8,,15.4,48.1,1.51,84.5
Zhuhai,2015-02,59.4,,10.6,35.7,1.2,82.7
Zhuhai,2015-03,31.1,,6.2,35.0,0.85,58.3
Zhuhai,2015-04,28.1,,7.2,28.0,0.67,
Zhuhai,2015-05,12.9,30.3,4.7,19.6,0.64,
Zhuhai,2015-06,9.9,27.2,4.0,11.4,0.62,
Zhuhai,2015-07,18.5,41.3,6.2,16.4,0.81,
Zhuhai,2015-08,23.4,44.9,7.5,20.5,0.78,81.1
Zhuhai,2015-09,25.4,51.4,7.5,21.2,0.73,93.9
Zhuhai,2015-10,40.9,73.1,11.6,29.0,0.81,123.0
Zhuhai,2015-11,33.7,55.3,12.1,35.2,0.84,102.4
Zhuhai,2015-12,34.6,58.1,14.0,46.1,0.96,72.3
Zhuhai,2016-01,30.6,51.2,10.2,46.6,0.94,62.3
Zhuhai,2016-02,30.4,51.2,8.9,32.1,0.78,73.6
Zhuhai,2016-03,32.7,57.1,8.8,44.2,0.81,82.6
Zhuhai,2016-04,24.7,40.3,7.8,31.8,0.74,79.0
Zhuhai,2016-05,19.7,33.4,7.0,20.9,0.71,91.7
Zhuhai,2016-06,11.4,21.2,6.5,17.8,0.62,65.5
Zhuhai,2016-07,14.9,24.9,6.4,16.0,0.69,72.5
Zhuhai,2016-08,21.9,33.7,8.3,24.8,0.74,99.5
Zhuhai,2016-09,25.1,40.2,10.9,26.6,0.74,117.1
Zhuhai,2016-10,27.1,42.2,11.5,28.7,0.78,104.1
Zhuhai,2016-11,31.1,47.4,11.8,40.2,0.79,80.7
Zhuhai,2016-12,,,,,,
Zhuhai,2017-01,40.9,58.4,7.0,41.9,0.96,78.3
Zhuhai,2017-02,34.4,46.6,7.1,35.6,0.72,83.8
Zhuhai,2017-03,32.9,50.8,7.6,51.9,0.73,66.3
Zhuhai,2017-04,26.2,39.7,7.1,34.3,0.69,75.2
Zhuhai,2017-05,27.6,41.3,7.4,28.7,0.65,100.6
Zhuhai,2017-06,9.8,17.6,3.1,12.6,0.49,46.6
Zhuhai,2017-07,13.8,21.5,6.3,23.6,0.52,52.5
Zhuhai,2017-08,16.2,25.6,5.1,17.4,0.51,68.7
Zhuhai,2017-09,23.6,35.2,6.9,23.0,0.59,105.0
Zhuhai,2017-10,32.9,51.8,8.8,26.1,0.66,140.3
Zhuhai,2017-11,44.0,67.0,10.9,46.1,0.77,109.5
Zhuhai,2017-12,54.1,79.7,13.3,50.1,0.75,120.2
Zhuhai,2018-01,44.8,60.9,11.8,50.5,0.79,86.5
Zhuhai,2018-02,42.7,61.5,9.9,33.2,0.71,90.8
Zhuhai,2018-03,29.3,44.5,7.8,36.8,0.63,99.0
Zhuhai,2018-04,28.6,52.0,6.2,29.2,0.61,92.1
Zhuhai,2018-05,15.9,27.9,4.2,16.4,0.54,87.8
Zhuhai,2018-06,15.4,27.7,4.1,17.4,0.55,100.4
Zhuhai,2018-07,11.0,23.1,3.7,14.0,0.47,58.2
Zhuhai,2018-08,,,,,,96.1
Zhuhai,2018-09,,,,,,
Zhuhai,2018-10,31.7,53.4,7.6,31.2,0.69,145.5
Zhuhai,2018-11,32.9,51.9,6.6,41.3,0.68,90.6
Zhuhai,2018-12,,,,,,
Zhuhai,2019-01,46.1,76.9,8.1,50.5,1.04,76.0
Zhuhai,2019-02,20.8,34.2,5.2,24.3,0.83,64.3
Zhuhai,2019-03,24.5,38.7,5.3,36.5,0.76,66.4
Zhuhai,2019-04,17.3,26.6,3.8,22.7,0.62,74.9
Zhuhai,2019-05,15.9,26.6,3.7,23.7,0.63,82.8
Zhuhai,2019-06,9.4,17.0,3.6,14.3,0.56,67.7
Zhuhai,2019-07,13.0,22.7,3.8,14.7,0.53,65.2
Zhuhai,2019-08,,,,,,
Zhuhai,2019-09,,,,,,
Zhuhai,2019-10,30.6,49.7,5.3,22.4,0.65,141.5
Zhuhai,2019-11,38.8,68.6,6.5,33.6,0.62,145.5
Zhuhai,2019-12,38.0,71.3,7.3,49.3,0.7,92.5
Zhuhai,2020-01,24.4,41.9,4.3,26.9,0.7,81.4
Zhuhai,2020-02,19.6,31.5,3.8,18.4,0.55,78.9
Zhuhai,2020-03,19.0,35.1,3.7,26.8,0.56,75.5
Zhuhai,2020-04,21.3,40.3,4.8,31.3,0.57,91.0
Zhuhai,2020-05,12.8,22.3,3.6,16.4,0.54,73.5
Zhuhai,2020-06,6.5,13.2,3.0,10.6,0.47,46.3
Zhuhai,2020-07,6.2,12.5,3.6,10.9,0.48,50.7
Zhuhai,2020-08,11.2,18.0,4.2,16.0,0.46,75.6
Zhuhai,2020-09,13.7,21.5,4.8,23.0,0.57,87.8
Zhuhai,2020-10,23.9,45.5,6.4,24.7,0.55,128.2
Zhuhai,2020-11,27.8,54.9,7.4,35.5,0.66,128.7
Zhuhai,2020-12,38.9,71.4,7.8,49.6,0.82,89.1
Zhuhai,2021-01,39.0,77.3,7.7,48.6,0.68,97.0
Zhuhai,2021-02,22.3,39.2,5.3,20.5,0.5,101.4
Zhuhai,2021-03,23.5,44.4,5.5,26.9,0.56,79.7
Zhuhai,2021-04,19.2,39.8,6.0,19.0,0.61,96.6
Zhuhai,2021-05,11.0,20.4,5.5,7.9,0.53,67.9
Zhuhai,2021-06,11.5,20.7,5.9,9.6,0.52,75.6
Zhuhai,2021-07,10.7,16.6,6.2,9.4,0.56,74.4
Zhuhai,2021-08,9.9,16.1,6.1,12.5,0.55,62.3
Zhuhai,2021-09,13.2,21.4,5.6,14.3,0.57,89.0
Zhuhai,2021-10,18.7,32.9,5.7,21.9,0.62,100.4
Zhuhai,2021-11,24.8,52.9,8.0,36.0,0.57,125.5
Zhuhai,2021-12,31.7,61.1,8.6,42.7,0.65,103.0
Zhuhai,2022-01,27.8,49.0,8.2,35.4,0.71,86.7
Zhuhai,2022-02,17.0,28.0,7.7,23.4,0.7,68.1
Zhuhai,2022-03,20.1,33.3,8.3,23.3,0.5,94.7
Zhuhai,2022-04,16.5,31.1,8.9,17.8,0.48,96.0
Zhuhai,2022-05,12.7,20.6,7.9,14.5,0.47,91.4
Zhuhai,2022-06,8.0,14.2,8.2,7.0,0.38,54.4
Zhuhai,2022-07,11.3,18.2,7.7,6.9,0.39,76.9
Zhuhai,2022-08,9.2,15.2,6.8,10.8,0.39,77.2
Zhuhai,2022-09,26.2,42.7,6.6,17.5,0.55,166.2
Zhuhai,2022-10,18.9,40.4,7.6,19.4,0.4,137.5
Zhuhai,2022-11,15.9,25.4,7.2,23.5,0.49,76.8
Zhuhai,2022-12,24.9,46.1,8.3,33.8,0.55,73.3
Zhuhai,2023-01,25.4,43.6,5.8,22.3,0.5,76.0
Zhuhai,2023-02,21.6,39.9,5.6,23.1,0.46,105.1
Zhuhai,2023-03,22.4,42.9,4.9,23.5,0.47,104.0
Zhuhai,2023-04,20.8,38.5,5.4,17.9,0.48,103.4
Zhuhai,2023-05,19.4,31.1,6.1,13.9,0.42,96.9
Zhuhai,2023-06,9.4,15.2,5.8,9.0,0.38,75.6
Zhuhai,2023-07,8.8,16.9,5.0,8.8,0.4,74.3
Zhuhai,2023-08,10.0,18.8,5.4,10.6,0.48,69.9
Zhuhai,2023-09,10.2,17.5,6.4,13.0,0.44,84.9
Zhuhai,2023-10,18.3,32.2,6.4,18.7,0.57,118.7
Zhuhai,2023-11,23.4,50.6,7.1,26.0,0.5,120.8
Zhuhai,2023-12,28.8,55.6,7.9,38.4,0.6,84.5
Zhuhai,2024-01,29.0,52.1,7.1,32.1,0.55,94.1
Zhuhai,2024-02,20.3,35.2,5.8,19.9,0.52,58.3
Zhuhai,2024-03,21.6,42.8,5.7,21.5,0.51,87.1
Zhuhai,2024-04,16.1,27.9,6.1,10.8,0.42,67.9
Zhuhai,2024-05,13.8,27.5,6.8,15.4,0.46,103.7
Zhuhai,2024-06,9.6,18.5,5.2,7.8,0.39,62.4
Zhuhai,2024-07,6.5,13.8,6.6,6.7,0.38,52.0
Zhuhai,2024-08,11.9,20.7,6.2,9.4,0.49,77.4
Zhuhai,2024-09,12.6,22.0,7.5,12.9,0.46,104.7
Zhuhai,2024-10,20.5,38.9,7.5,17.9,0.49,139.6
Zhuhai,2024-11,21.9,39.8,6.4,26.1,0.5,101.3
Zhuhai,2024-12,37.7,64.2,7.7,36.2,0.6,116.4
