city,month,PM2.5,PM10,SO2,NO2,CO,O3_MDA8
Jiangmen,2019-04,21.9,38.3,5.3,26.7,0.74,70.7
Jiangmen,2019-05,19.0,35.1,5.4,22.7,0.63,78.9
Jiangmen,2019-06,13.0,27.1,5.4,16.2,0.54,75.1
Jiangmen,2019-07,14.6,30.3,5.2,16.9,0.59,77.9
Jiangmen,2019-08,,,,,,
Jiangmen,2019-09,,,,,,
Jiangmen,2019-10,34.1,60.0,8.9,32.1,0.78,165.0
Jiangmen,2019-11,39.4,80.6,11.1,50.1,0.84,175.4
Jiangmen,2019-12,38.2,76.4,10.6,61.2,0.93,102.5
Jiangmen,2020-01,27.9,48.0,5.5,33.4,0.9,87.7
Jiangmen,2020-02,21.7,33.1,4.9,19.3,0.61,81.0
Jiangmen,2020-03,19.0,37.9,5.6,27.8,0.71,70.0
Jiangmen,2020-04,24.1,45.3,7.3,32.2,0.76,101.8
Jiangmen,2020-05,16.8,34.3,5.2,17.4,0.65,101.8
Jiangmen,2020-06,8.7,23.0,5.3,12.8,0.49,58.2
Jiangmen,2020-07,7.4,21.1,6.0,11.0,0.48,67.0
Jiangmen,2020-08,14.6,27.6,6.9,15.6,0.54,97.9
Jiangmen,2020-09,18.3,37.4,8.1,25.9,0.75,113.2
Jiangmen,2020-10,26.1,52.9,9.4,30.6,0.79,130.9
Jiangmen,2020-11,31.1,62.1,10.9,41.2,0.87,131.7
Jiangmen,2020-12,36.8,67.1,9.4,48.0,0.94,85.2
Jiangmen,2021-01,46.5,88.1,11.0,59.3,0.86,101.1
Jiangmen,2021-02,23.5,41.8,7.7,20.7,0.69,120.6
Jiangmen,2021-03,27.8,58.6,8.1,35.3,0.81,83.6
Jiangmen,2021-04,22.2,48.2,7.0,29.4,0.75,101.7
Jiangmen,2021-05,13.0,27.7,5.5,14.0,0.54,77.3
Jiangmen,2021-06,13.7,29.1,5.8,17.9,0.52,87.9
Jiangmen,2021-07,13.7,27.7,6.4,15.9,0.52,105.8
Jiangmen,2021-08,11.7,25.7,5.9,18.0,0.52,85.9
Jiangmen,2021-09,17.3,35.4,5.7,20.0,0.54,134.0
Jiangmen,2021-10,21.0,40.0,6.5,30.7,0.62,108.0
Jiangmen,2021-11,26.6,56.9,8.9,45.7,0.63,107.2
Jiangmen,2021-12,36.0,67.8,8.8,56.7,0.77,90.3
Jiangmen,2022-01,36.1,60.6,7.0,50.3,0.97,70.5
Jiangmen,2022-02,19.1,29.0,6.5,27.2,0.71,65.5
Jiangmen,2022-03,22.8,43.4,7.4,29.5,0.59,100.3
Jiangmen,2022-04,19.7,41.7,7.5,25.8,0.5,112.3
Jiangmen,2022-05,16.6,32.1,5.9,22.9,0.56,102.3
Jiangmen,2022-06,9.1,22.6,5.3,13.7,0.44,57.5
Jiangmen,2022-07,12.2,27.8,5.3,12.8,0.44,93.3
Jiangmen,2022-08,10.0,23.5,5.2,16.1,0.54,89.9
Jiangmen,2022-09,28.2,53.3,7.2,21.4,0.67,182.1
Jiangmen,2022-10,22.9,50.2,7.9,26.7,0.61,165.1
Jiangmen,2022-11,20.3,39.8,6.8,33.8,0.74,80.9
Jiangmen,2022-12,28.1,50.9,7.6,38.5,0.66,74.2
Jiangmen,2023-01,27.2,44.4,6.4,24.9,0.67,74.1
Jiangmen,2023-02,29.5,52.6,7.1,32.7,0.71,109.1
Jiangmen,2023-03,27.4,53.9,6.8,28.9,0.61,107.4
Jiangmen,2023-04,22.5,43.5,6.6,23.7,0.63,99.7
Jiangmen,2023-05,20.7,39.2,5.7,18.4,0.56,100.0
Jiangmen,2023-06,12.7,24.5,4.7,13.6,0.53,87.6
Jiangmen,2023-07,11.0,22.6,5.4,11.8,0.5,86.5
Jiangmen,2023-08,13.2,25.6,5.9,13.7,0.52,85.7
Jiangmen,2023-09,13.8,25.6,6.0,18.2,0.53,100.0
Jiangmen,2023-10,24.5,41.4,6.6,27.9,0.67,121.2
Jiangmen,2023-11,32.3,62.3,7.9,40.4,0.68,125.3
Jiangmen,2023-12,36.1,61.5,8.9,47.5,0.76,81.6
Jiangmen,2024-01,38.1,62.1,8.0,42.2,0.75,99.3
Jiangmen,2024-02,20.7,33.4,6.5,18.1,0.63,59.3
Jiangmen,2024-03,27.8,50.1,7.1,31.5,0.67,79.3
Jiangmen,2024-04,19.8,35.5,5.4,19.0,0.55,72.1
Jiangmen,2024-05,19.0,36.3,5.2,24.5,0.61,114.9
Jiangmen,2024-06,11.2,23.7,4.6,13.6,0.49,65.5
Jiangmen,2024-07,8.5,19.3,4.7,11.7,0.42,68.1
Jiangmen,2024-08,15.3,28.5,4.9,16.0,0.54,89.2
Jiangmen,2024-09,18.6,32.0,4.9,19.6,0.63,126.4
Jiangmen,2024-10,24.0,43.5,6.9,22.6,0.58,149.9
Jiangmen,2024-11,23.9,43.2,7.3,32.9,0.57,98.0
Jiangmen,2024-12,43.4,72.4,8.7,47.5,0.74,116.1
Shenzhen,2015-01,50.3,81.5,10.5,45.8,1.22,91.6
Shenzhen,2015-02,47.8,71.9,9.0,33.4,1.08,83.4
Shenzhen,2015-03,32.1,53.3,7.6,33.9,0.97,62.7
Shenzhen,2015-04,27.8,52.1,8.5,35.2,0.86,
Shenzhen,2015-05,16.7,33.9,7.5,30.0,0.83,
Shenzhen,2015-06,11.6,26.9,8.1,25.4,0.74,
Shenzhen,2015-07,20.1,35.6,8.2,27.7,0.84,
Shenzhen,2015-08,24.4,42.6,9.8,35.6,0.84,81.4
Shenzhen,2015-09,28.8,45.1,8.0,30.1,0.75,97.2
Shenzhen,2015-10,37.1,57.8,8.4,33.1,0.75,110.0
Shenzhen,2015-11,31.7,52.5,7.6,31.6,0.83,93.8
Shenzhen,2015-12,31.7,49.3,7.9,37.3,0.96,63.9
Shenzhen,2016-01,29.8,43.9,6.8,38.2,0.98,62.7
Shenzhen,2016-02,30.4,45.7,8.2,29.6,0.82,74.5
Shenzhen,2016-03,34.9,53.5,9.7,43.2,0.85,80.6
Shenzhen,2016-04,25.8,40.3,9.8,35.9,0.76,72.4
Shenzhen,2016-05,21.1,34.8,8.3,24.7,0.8,83.4
Shenzhen,2016-06,13.0,24.9,8.5,27.7,0.63,64.2
Shenzhen,2016-07,17.2,30.3,9.0,26.9,0.67,82.5
Shenzhen,2016-08,24.9,39.5,8.1,32.9,0.78,102.1
Shenzhen,2016-09,27.1,42.3,7.6,30.1,0.79,100.0
Shenzhen,2016-10,24.6,38.3,6.4,26.9,0.77,81.0
Shenzhen,2016-11,30.3,48.6,7.1,34.9,0.84,83.2
Shenzhen,2016-12,,,,,,
Shenzhen,2017-01,37.9,55.5,7.4,33.4,0.96,90.6
Shenzhen,2017-02,31.8,45.6,7.3,30.3,0.83,98.7
Shenzhen,2017-03,30.6,51.4,7.3,33.8,0.79,88.8
Shenzhen,2017-04,27.0,43.9,8.4,33.0,0.74,85.8
Shenzhen,2017-05,27.8,42.9,8.3,31.1,0.8,109.9
Shenzhen,2017-06,12.1,22.3,7.0,24.4,0.64,46.5
Shenzhen,2017-07,13.9,24.2,6.8,23.2,0.61,56.1
Shenzhen,2017-08,17.8,30.4,8.1,28.5,0.67,76.6
Shenzhen,2017-09,26.0,40.9,7.5,29.0,0.72,106.0
Shenzhen,2017-10,30.1,48.7,7.6,22.2,0.76,108.0
Shenzhen,2017-11,36.8,57.6,7.9,32.5,0.8,88.5
Shenzhen,2017-12,45.5,74.4,10.5,34.3,0.78,103.0
Shenzhen,2018-01,38.4,60.9,7.9,37.7,0.83,84.0
Shenzhen,2018-02,35.6,54.3,7.9,27.1,0.68,88.2
Shenzhen,2018-03,28.4,47.0,7.3,30.1,0.61,97.6
Shenzhen,2018-04,29.1,53.7,7.4,27.2,0.63,85.7
Shenzhen,2018-05,18.1,32.0,7.3,25.5,0.52,89.8
Shenzhen,2018-06,16.7,29.3,6.8,25.2,0.57,85.6
Shenzhen,2018-07,12.9,25.8,6.8,22.6,0.49,60.0
Shenzhen,2018-08,,,,,,87.2
Shenzhen,2018-09,,,,,,
Shenzhen,2018-10,29.2,49.9,7.7,25.5,0.59,113.9
Shenzhen,2018-11,28.3,47.6,6.6,28.7,0.61,82.2
Shenzhen,2018-12,,,,,,
Shenzhen,2019-01,37.5,61.5,6.4,36.0,0.85,71.5
Shenzhen,2019-02,19.5,30.3,4.7,18.1,0.68,64.0
Shenzhen,2019-03,22.5,35.9,4.0,25.8,0.64,75.9
Shenzhen,2019-04,19.8,31.9,4.1,22.8,0.58,81.9
Shenzhen,2019-05,16.7,30.4,4.0,20.0,0.57,83.5
Shenzhen,2019-06,10.1,19.8,4.3,19.8,0.53,64.6
Shenzhen,2019-07,14.0,26.6,4.4,19.9,0.55,68.7
Shenzhen,2019-08,,,,,,
Shenzhen,2019-09,,,,,,
Shenzhen,2019-10,32.6,54.2,6.1,23.8,0.67,137.6
Shenzhen,2019-11,36.6,70.9,7.1,31.6,0.61,134.7
Shenzhen,2019-12,38.1,69.3,7.3,41.5,0.7,84.2
Shenzhen,2020-01,27.1,44.6,5.5,24.2,0.68,78.3
Shenzhen,2020-02,19.0,30.1,5.1,16.6,0.54,75.4
Shenzhen,2020-03,20.9,37.6,5.3,24.5,0.62,71.2
Shenzhen,2020-04,22.7,40.6,5.8,28.8,0.6,92.5
Shenzhen,2020-05,13.6,26.1,5.1,22.7,0.56,72.3
Shenzhen,2020-06,7.1,15.8,5.1,18.0,0.47,45.1
Shenzhen,2020-07,7.4,15.9,5.6,17.3,0.51,51.6
Shenzhen,2020-08,12.6,23.2,5.9,19.7,0.53,72.5
Shenzhen,2020-09,16.3,28.3,5.8,21.9,0.61,91.2
Shenzhen,2020-10,24.1,44.9,6.3,18.2,0.62,111.0
Shenzhen,2020-11,27.0,52.5,7.1,26.6,0.65,105.6
Shenzhen,2020-12,34.7,62.7,7.2,34.1,0.72,81.0
Shenzhen,2021-01,36.0,72.1,7.5,41.5,0.69,92.8
Shenzhen,2021-02,19.6,34.2,5.9,22.3,0.61,96.2
Shenzhen,2021-03,19.3,40.7,5.8,26.6,0.62,78.9
Shenzhen,2021-04,18.6,41.6,5.7,21.6,0.6,96.6
Shenzhen,2021-05,10.1,22.3,5.6,18.7,0.54,65.1
Shenzhen,2021-06,10.5,24.2,5.5,17.5,0.53,69.1
Shenzhen,2021-07,10.5,22.4,5.4,18.3,0.52,75.6
Shenzhen,2021-08,10.6,22.7,5.6,21.6,0.56,62.3
Shenzhen,2021-09,15.6,29.5,6.0,21.5,0.59,101.2
Shenzhen,2021-10,16.6,31.4,6.2,17.4,0.61,84.2
Shenzhen,2021-11,23.5,49.0,7.1,29.3,0.55,102.1
Shenzhen,2021-12,27.3,51.6,6.3,32.9,0.68,86.9
Shenzhen,2022-01,25.6,41.4,5.2,27.2,0.71,83.2
Shenzhen,2022-02,13.6,22.4,4.8,16.4,0.66,75.1
Shenzhen,2022-03,16.8,31.1,4.8,21.8,0.63,88.1
Shenzhen,2022-04,16.5,33.5,4.8,20.3,0.57,95.6
Shenzhen,2022-05,12.0,23.3,4.6,16.9,0.55,86.3
Shenzhen,2022-06,6.9,17.9,4.7,15.4,0.52,47.7
Shenzhen,2022-07,11.5,24.1,5.2,16.0,0.53,85.4
Shenzhen,2022-08,9.6,21.8,5.3,16.7,0.58,74.4
Shenzhen,2022-09,26.5,46.1,6.2,19.5,0.72,150.1
Shenzhen,2022-10,18.8,40.6,6.7,16.8,0.57,119.9
Shenzhen,2022-11,15.9,29.6,5.9,22.8,0.64,72.4
Shenzhen,2022-12,21.9,40.9,6.0,27.0,0.63,68.0
Shenzhen,2023-01,24.8,41.2,5.3,18.7,0.64,70.7
Shenzhen,2023-02,20.7,39.7,5.7,20.7,0.68,94.4
Shenzhen,2023-03,23.1,47.0,5.7,24.1,0.65,101.8
Shenzhen,2023-04,18.7,38.1,5.6,19.6,0.66,90.8
Shenzhen,2023-05,18.0,34.9,5.1,17.5,0.62,94.7
Shenzhen,2023-06,9.4,19.5,4.6,15.7,0.63,66.8
Shenzhen,2023-07,9.0,20.5,5.2,16.4,0.61,63.0
Shenzhen,2023-08,11.3,24.5,5.4,19.0,0.64,63.5
Shenzhen,2023-09,10.7,21.4,5.5,17.6,0.6,72.7
Shenzhen,2023-10,17.8,33.1,5.8,18.0,0.68,95.1
Shenzhen,2023-11,23.0,50.4,4.3,26.7,0.65,110.7
Shenzhen,2023-12,25.9,50.0,4.9,32.5,0.65,83.7
Shenzhen,2024-01,27.1,49.2,4.8,28.7,0.62,96.5
Shenzhen,2024-02,18.2,30.5,4.3,14.0,0.59,69.0
Shenzhen,2024-03,20.8,42.5,5.2,20.2,0.63,87.9
Shenzhen,2024-04,16.1,29.0,5.0,18.0,0.54,65.8
Shenzhen,2024-05,13.4,27.1,5.0,17.0,0.57,101.4
Shenzhen,2024-06,8.2,18.1,4.9,12.0,0.5,61.4
Shenzhen,2024-07,6.4,15.9,5.1,11.1,0.49,53.8
Shenzhen,2024-08,13.8,26.6,5.7,21.0,0.54,82.7
Shenzhen,2024-09,13.1,25.0,6.3,19.5,0.55,95.8
Shenzhen,2024-10,18.5,35.5,6.9,15.9,0.54,115.6
Shenzhen,2024-11,18.3,35.0,6.4,22.8,0.58,84.7
Shenzhen,2024-12,32.4,57.1,7.3,33.1,0.67,112.0
Zhaoqing,2015-01,59.5,90.6,24.8,52.2,1.19,75.3
Zhaoqing,2015-02,64.7,84.0,16.7,31.7,1.14,70.1
Zhaoqing,2015-03,42.4,62.2,24.8,33.3,1.15,47.5
Zhaoqing,2015-04,38.3,59.2,24.7,28.3,0.92,
Zhaoqing,2015-05,28.5,,24.0,31.4,0.93,
Zhaoqing,2015-06,19.6,,20.0,19.3,0.74,
Zhaoqing,2015-07,25.1,39.7,18.1,15.0,0.71,
Zhaoqing,2015-08,34.7,52.2,18.9,22.1,0.68,113.2
Zhaoqing,2015-09,40.5,56.8,21.3,25.0,0.89,125.0
Zhaoqing,2015-10,39.9,57.1,18.4,30.2,0.81,118.5
Zhaoqing,2015-11,40.5,62.1,19.4,39.9,0.98,78.3
Zhaoqing,2015-12,33.5,51.8,14.6,38.9,1.11,44.3
Zhaoqing,2016-01,33.6,51.6,11.6,38.9,1.19,41.8
Zhaoqing,2016-02,31.2,48.5,9.1,22.9,0.96,65.2
Zhaoqing,2016-03,47.4,67.5,23.0,48.1,1.13,61.8
Zhaoqing,2016-04,42.4,61.4,24.0,36.0,0.96,65.0
Zhaoqing,2016-05,32.4,,17.9,27.1,0.86,99.7
Zhaoqing,2016-06,23.7,41.0,16.1,24.6,0.73,91.9
Zhaoqing,2016-07,22.7,41.2,17.1,21.3,0.71,93.5
Zhaoqing,2016-08,35.2,56.0,14.6,30.2,0.84,117.4
Zhaoqing,2016-09,35.3,55.4,13.4,28.6,0.81,122.2
Zhaoqing,2016-10,34.7,52.2,12.8,25.0,0.82,92.9
Zhaoqing,2016-11,52.5,74.1,16.3,41.6,1.11,78.6
Zhaoqing,2016-12,,,,,,
Zhaoqing,2017-01,60.0,,10.2,35.8,1.29,77.9
Zhaoqing,2017-02,49.3,62.2,13.1,35.3,1.08,80.4
Zhaoqing,2017-03,51.2,71.5,17.0,47.8,1.17,50.1
Zhaoqing,2017-04,42.4,63.7,15.3,38.5,0.95,80.0
Zhaoqing,2017-05,36.2,57.6,15.6,34.3,0.89,120.8
Zhaoqing,2017-06,20.6,38.5,11.5,24.5,0.81,77.0
Zhaoqing,2017-07,28.5,45.5,13.2,35.7,0.86,102.2
Zhaoqing,2017-08,22.7,40.2,13.2,26.1,0.82,96.0
Zhaoqing,2017-09,40.5,59.8,14.1,36.9,0.99,139.9
Zhaoqing,2017-10,37.0,54.6,11.9,35.7,0.99,120.1
Zhaoqing,2017-11,41.6,,13.2,37.8,0.96,67.9
Zhaoqing,2017-12,56.5,80.2,18.9,51.7,1.11,83.4
Zhaoqing,2018-01,65.0,86.3,15.1,58.8,1.2,66.2
Zhaoqing,2018-02,49.5,64.1,9.4,29.2,0.91,77.0
Zhaoqing,2018-03,42.6,63.7,16.7,38.3,0.88,101.3
Zhaoqing,2018-04,40.3,70.3,17.5,36.2,0.87,81.7
Zhaoqing,2018-05,24.4,42.4,11.9,26.5,0.7,94.4
Zhaoqing,2018-06,28.1,45.5,9.6,26.6,0.75,114.2
Zhaoqing,2018-07,26.6,45.0,11.7,27.6,0.71,106.1
Zhaoqing,2018-08,,,,,,106.1
Zhaoqing,2018-09,,,,,,
Zhaoqing,2018-10,38.3,58.0,12.8,38.8,0.81,112.7
Zhaoqing,2018-11,46.6,,13.8,44.3,0.89,79.4
Zhaoqing,2018-12,,,,,,
Zhaoqing,2019-01,47.9,56.7,8.3,40.9,1.05,59.7
Zhaoqing,2019-02,34.1,44.3,7.1,25.0,0.93,47.0
Zhaoqing,2019-03,36.3,52.0,10.4,40.5,0.88,58.7
Zhaoqing,2019-04,28.8,47.6,8.9,35.7,0.87,58.0
Zhaoqing,2019-05,22.9,38.2,7.6,27.4,0.76,81.1
Zhaoqing,2019-06,16.3,32.9,8.4,21.5,0.66,88.7
Zhaoqing,2019-07,18.3,34.5,8.4,21.1,0.65,87.7
Zhaoqing,2019-08,,,,,,
Zhaoqing,2019-09,,,,,,
Zhaoqing,2019-10,34.6,57.2,11.4,32.9,0.86,134.5
Zhaoqing,2019-11,42.4,68.7,12.1,46.8,0.79,137.8
Zhaoqing,2019-12,46.8,73.5,13.2,53.8,1.04,86.0
Zhaoqing,2020-01,34.7,49.9,7.5,32.8,0.81,69.8
Zhaoqing,2020-02,23.3,29.1,6.6,17.3,0.55,73.1
Zhaoqing,2020-03,25.6,40.7,10.3,29.9,0.66,55.6
Zhaoqing,2020-04,21.4,36.0,12.2,27.7,0.6,82.7
Zhaoqing,2020-05,18.1,32.4,11.3,20.7,0.51,85.1
Zhaoqing,2020-06,11.4,23.4,8.8,17.6,0.43,63.0
Zhaoqing,2020-07,13.2,25.0,10.7,16.0,0.39,79.6
Zhaoqing,2020-08,18.3,30.8,11.4,22.6,0.51,88.6
Zhaoqing,2020-09,23.1,36.6,9.4,27.0,0.54,89.3
Zhaoqing,2020-10,26.9,42.1,6.9,25.6,0.56,96.4
Zhaoqing,2020-11,30.4,51.4,9.7,34.7,0.66,95.2
Zhaoqing,2020-12,34.5,50.0,7.7,37.8,0.71,68.9
Zhaoqing,2021-01,42.1,63.4,9.9,44.0,0.76,87.7
Zhaoqing,2021-02,25.2,37.0,6.7,22.5,0.65,95.9
Zhaoqing,2021-03,27.4,51.9,10.6,32.3,0.73,67.0
Zhaoqing,2021-04,22.5,40.3,9.5,27.4,0.69,85.5
Zhaoqing,2021-05,14.8,27.1,9.5,17.9,0.46,78.8
Zhaoqing,2021-06,15.8,29.3,8.7,19.6,0.49,93.5
Zhaoqing,2021-07,16.4,28.5,10.4,17.5,0.48,104.7
Zhaoqing,2021-08,14.5,26.1,10.2,17.0,0.5,97.4
Zhaoqing,2021-09,20.6,33.5,9.5,21.9,0.56,133.1
Zhaoqing,2021-10,19.0,30.2,8.2,21.0,0.61,98.8
Zhaoqing,2021-11,22.2,38.9,10.7,29.6,0.62,90.9
Zhaoqing,2021-12,27.7,43.1,9.6,33.4,0.71,85.5
Zhaoqing,2022-01,32.0,48.0,8.6,33.2,0.89,72.3
Zhaoqing,2022-02,14.4,20.0,7.4,20.7,0.76,57.1
Zhaoqing,2022-03,24.0,39.6,10.5,28.1,0.69,89.2
Zhaoqing,2022-04,21.1,35.5,11.0,21.6,0.65,108.3
Zhaoqing,2022-05,21.7,33.7,9.2,22.4,0.71,106.7
Zhaoqing,2022-06,12.1,21.9,9.3,12.8,0.57,71.3
Zhaoqing,2022-07,16.1,27.3,10.1,14.1,0.51,93.8
Zhaoqing,2022-08,13.7,24.2,9.6,17.5,0.46,97.8
Zhaoqing,2022-09,29.7,45.1,8.0,22.8,0.62,161.8
Zhaoqing,2022-10,24.8,42.4,10.0,25.1,0.53,149.3
Zhaoqing,2022-11,24.3,36.8,9.4,27.9,0.73,84.9
Zhaoqing,2022-12,26.8,41.9,9.0,27.7,0.6,75.2
Zhaoqing,2023-01,28.1,40.3,7.7,20.4,0.57,71.9
Zhaoqing,2023-02,32.5,51.2,8.9,32.7,0.62,91.6
Zhaoqing,2023-03,30.4,52.8,10.7,28.1,0.59,105.5
Zhaoqing,2023-04,26.3,44.4,9.0,28.2,0.59,80.5
Zhaoqing,2023-05,21.8,37.3,9.7,20.5,0.47,103.7
Zhaoqing,2023-06,16.1,27.3,11.3,18.8,0.48,99.4
Zhaoqing,2023-07,12.0,21.4,10.5,14.3,0.45,88.4
Zhaoqing,2023-08,15.2,25.9,9.3,15.4,0.45,98.9
Zhaoqing,2023-09,16.2,26.4,7.3,20.4,0.51,100.5
Zhaoqing,2023-10,22.4,33.3,8.0,21.7,0.59,105.5
Zhaoqing,2023-11,32.5,54.1,11.4,35.2,0.63,116.5
Zhaoqing,2023-12,29.0,46.2,10.4,33.8,0.64,71.8
Zhaoqing,2024-01,34.7,51.0,8.2,34.4,0.71,88.6
Zhaoqing,2024-02,17.9,26.4,5.7,16.4,0.67,57.0
Zhaoqing,2024-03,29.3,49.6,7.8,32.4,0.68,67.7
Zhaoqing,2024-04,21.9,34.9,8.3,23.7,0.59,76.6
Zhaoqing,2024-05,21.4,35.6,7.6,25.6,0.48,120.1
Zhaoqing,2024-06,12.7,22.3,7.2,16.8,0.42,73.1
Zhaoqing,2024-07,10.6,21.3,8.6,15.6,0.4,85.7
Zhaoqing,2024-08,14.7,25.0,7.6,16.6,0.46,98.5
Zhaoqing,2024-09,15.1,24.8,5.7,16.9,0.42,109.1
Zhaoqing,2024-10,22.4,34.7,7.0,19.0,0.53,130.2
Zhaoqing,2024-11,19.3,31.5,7.1,20.8,0.51,95.7
Zhaoqing,2024-12,37.4,57.1,7.6,33.5,0.63,114.3
Zhongshan,2015-01,54.4,87.1,19.2,44.7,1.48,61.0
Zhongshan,2015-02,57.1,78.1,13.9,42.7,1.3,55.4
Zhongshan,2015-03,34.7,54.6,13.3,35.6,1.12,38.9
Zhongshan,2015-04,30.3,,12.7,25.8,0.94,
Zhongshan,2015-05,16.2,25.2,10.1,17.0,0.98,
Zhongshan,2015-06,11.2,,9.6,12.3,0.73,
Zhongshan,2015-07,21.1,33.6,6.7,20.3,0.88,
Zhongshan,2015-08,26.1,38.2,9.5,22.0,0.95,96.6
Zhongshan,2015-09,30.8,44.0,10.4,23.0,0.9,109.1
Zhongshan,2015-10,45.5,60.9,14.6,36.0,0.97,108.0
Zhongshan,2015-11,42.1,60.0,11.1,39.8,1.13,76.1
Zhongshan,2015-12,36.9,60.1,14.4,41.1,1.46,39.4
Zhongshan,2016-01,33.1,51.3,13.1,41.0,1.21,35.9
Zhongshan,2016-02,27.7,49.1,10.3,33.7,1.04,51.7
Zhongshan,2016-03,36.2,57.0,11.8,50.9,1.03,59.9
Zhongshan,2016-04,29.7,39.6,8.3,24.7,1.08,62.2
Zhongshan,2016-05,21.9,,7.4,19.9,0.86,83.6
Zhongshan,2016-06,12.6,22.6,6.7,15.9,0.68,65.2
Zhongshan,2016-07,16.3,29.3,8.2,18.9,0.75,87.6
Zhongshan,2016-08,26.7,39.5,8.7,26.6,0.89,127.9
Zhongshan,2016-09,29.7,42.8,11.8,30.5,0.87,121.3
Zhongshan,2016-10,30.4,44.3,15.5,31.5,0.87,96.3
Zhongshan,2016-11,36.5,53.5,15.3,40.7,0.91,75.7
Zhongshan,2016-12,,,,,,
Zhongshan,2017-01,52.3,67.7,11.8,48.9,1.1,86.6
Zhongshan,2017-02,42.5,53.9,11.3,39.4,0.81,96.0
Zhongshan,2017-03,38.6,58.3,10.9,47.4,0.88,64.9
Zhongshan,2017-04,28.2,45.2,8.4,32.0,0.79,90.9
Zhongshan,2017-05,32.0,48.0,9.9,28.4,0.8,139.2
Zhongshan,2017-06,11.0,21.2,5.8,12.8,0.65,60.7
Zhongshan,2017-07,15.5,27.1,7.8,23.7,0.67,72.2
Zhongshan,2017-08,17.2,30.6,7.5,18.0,0.7,92.4
Zhongshan,2017-09,26.6,42.7,10.3,24.7,0.8,133.6
Zhongshan,2017-10,34.1,52.9,13.0,36.0,0.86,139.7
Zhongshan,2017-11,46.2,68.6,12.3,55.9,1.04,82.2
Zhongshan,2017-12,59.0,80.9,16.0,65.2,0.98,98.1
Zhongshan,2018-01,49.4,68.4,11.8,59.7,1.0,67.3
Zhongshan,2018-02,41.7,53.6,9.6,37.2,0.71,75.4
Zhongshan,2018-03,28.8,47.1,9.8,34.2,0.68,97.0
Zhongshan,2018-04,30.2,54.5,9.9,29.8,0.72,84.8
Zhongshan,2018-05,17.9,30.7,7.4,14.7,0.63,102.4
Zhongshan,2018-06,18.0,29.9,7.0,17.2,0.65,109.5
Zhongshan,2018-07,13.9,24.9,6.6,13.3,0.55,74.5
Zhongshan,2018-08,,,,,,116.5
Zhongshan,2018-09,,,,,,
Zhongshan,2018-10,34.5,53.0,9.7,35.5,0.69,127.1
Zhongshan,2018-11,38.0,57.9,9.9,46.6,0.79,83.4
Zhongshan,2018-12,,,,,,
Zhongshan,2019-01,55.5,72.5,8.5,58.3,1.12,64.3
Zhongshan,2019-02,23.1,34.9,5.3,23.0,0.8,55.6
Zhongshan,2019-03,25.4,38.2,5.9,34.1,0.75,59.7
Zhongshan,2019-04,19.1,31.2,5.6,19.8,0.63,73.4
Zhongshan,2019-05,17.6,30.7,3.8,21.4,0.64,77.8
Zhongshan,2019-06,10.6,20.2,2.8,13.9,0.59,76.3
Zhongshan,2019-07,13.4,25.7,3.9,13.2,0.6,77.6
Zhongshan,2019-08,,,,,,
Zhongshan,2019-09,,,,,,
Zhongshan,2019-10,34.2,57.0,7.4,34.7,0.72,160.1
Zhongshan,2019-11,42.7,74.4,9.0,50.6,0.72,164.2
Zhongshan,2019-12,42.9,67.3,8.7,64.5,0.84,87.8
Zhongshan,2020-01,27.3,40.5,5.1,31.7,0.82,86.2
Zhongshan,2020-02,21.3,28.9,3.7,17.7,0.58,82.6
Zhongshan,2020-03,17.6,31.3,3.6,21.5,0.62,70.0
Zhongshan,2020-04,25.0,43.8,5.1,32.0,0.67,93.7
Zhongshan,2020-05,13.9,29.3,3.8,16.4,0.6,91.0
Zhongshan,2020-06,6.3,17.3,3.4,8.2,0.52,58.7
Zhongshan,2020-07,6.7,17.9,4.0,9.3,0.5,66.2
Zhongshan,2020-08,12.7,24.6,3.5,15.3,0.52,82.2
Zhongshan,2020-09,15.8,31.1,3.5,22.0,0.68,98.5
Zhongshan,2020-10,26.5,50.6,7.1,30.5,0.66,126.2
Zhongshan,2020-11,29.4,58.4,7.8,39.6,0.68,121.3
Zhongshan,2020-12,39.2,65.0,6.6,51.9,0.8,74.4
Zhongshan,2021-01,42.9,73.4,6.0,54.1,0.73,93.1
Zhongshan,2021-02,21.8,35.6,3.9,19.0,0.59,110.0
Zhongshan,2021-03,22.6,47.4,4.2,28.5,0.68,80.3
Zhongshan,2021-04,19.3,42.1,4.6,22.4,0.63,98.6
Zhongshan,2021-05,10.7,23.6,4.2,10.4,0.55,77.9
Zhongshan,2021-06,11.4,23.6,3.4,10.8,0.53,81.6
Zhongshan,2021-07,11.8,24.5,4.0,11.9,0.55,95.2
Zhongshan,2021-08,10.5,22.5,4.2,13.8,0.53,75.7
Zhongshan,2021-09,15.3,30.3,4.2,16.0,0.55,118.4
Zhongshan,2021-10,19.6,35.7,5.0,25.5,0.62,98.5
Zhongshan,2021-11,26.6,55.0,6.7,42.1,0.58,104.4
Zhongshan,2021-12,34.6,62.9,6.8,50.4,0.69,90.7
Zhongshan,2022-01,31.8,51.2,5.1,41.9,0.83,70.7
Zhongshan,2022-02,18.9,27.2,4.6,23.5,0.65,66.1
Zhongshan,2022-03,20.5,37.7,5.3,23.7,0.57,92.7
