date,city,city_zh,lat,lon,AQI,PM2.5,PM10,SO2,NO2,CO,O3
2024-07,Zhaoqing,肇庆,23.05,112.47,23.5,10.1,20.2,8.8,16.6,0.4,46.4
2024-07,Zhongshan,中山,22.52,113.38,17.0,6.9,15.7,6.7,10.9,0.4,39.2
2024-07,Zhuhai,珠海,22.27,113.58,15.1,6.3,13.2,6.5,6.9,0.4,39.5
2024-08,Dongguan,东莞,23.02,113.75,37.9,18.9,33.3,5.6,23.6,0.7,63.8
2024-08,Foshan,佛山,23.02,113.12,30.5,16.9,27.7,6.8,22.2,0.6,58.1
2024-08,Guangzhou,广州,23.13,113.26,35.2,19.4,33.3,5.4,26.2,0.7,58.5
2024-08,Huizhou,惠州,23.11,114.42,33.8,16.9,30.2,4.6,17.3,0.6,63.1
2024-08,Jiangmen,江门,22.58,113.08,29.5,15.3,28.4,4.8,15.6,0.5,52.5
2024-08,Shenzhen,深圳,22.54,114.06,28.5,14.4,27.4,5.7,21.3,0.5,44.7
2024-08,Zhaoqing,肇庆,23.05,112.47,27.8,14.9,25.2,7.2,16.9,0.5,51.6
2024-08,Zhongshan,中山,22.52,113.38,27.3,14.6,26.5,4.8,13.0,0.5,54.6
2024-08,Zhuhai,珠海,22.27,113.58,23.9,12.7,21.3,6.1,9.2,0.5,56.0
2024-09,Dongguan,东莞,23.02,113.75,31.6,15.4,28.6,6.5,18.9,0.6,64.1
2024-09,Foshan,佛山,23.02,113.12,39.0,19.2,32.6,7.3,26.8,0.6,72.7
2024-09,Guangzhou,广州,23.13,113.26,32.5,17.3,30.1,5.6,23.9,0.7,59.9
2024-09,Huizhou,惠州,23.11,114.42,25.0,12.6,22.3,5.1,11.5,0.6,58.6
2024-09,Jiangmen,江门,22.58,113.08,43.3,20.3,35.2,4.9,20.4,0.6,82.2
2024-09,Shenzhen,深圳,22.54,114.06,26.3,12.5,24.9,6.4,16.9,0.5,57.4
2024-09,Zhaoqing,肇庆,23.05,112.47,29.7,15.4,25.0,5.5,17.3,0.4,64.8
2024-09,Zhongshan,中山,22.52,113.38,34.8,15.0,29.0,3.9,16.9,0.5,76.6
2024-09,Zhuhai,珠海,22.27,113.58,26.6,12.6,22.3,7.4,12.9,0.5,68.6
2024-10,Dongguan,东莞,23.02,113.75,36.7,18.9,34.3,7.9,18.0,0.6,84.4
2024-10,Foshan,佛山,23.02,113.12,43.7,23.5,41.1,9.3,26.7,0.6,88.7
2024-10,Guangzhou,广州,23.13,113.26,38.2,21.0,36.8,7.4,21.3,0.7,82.5
2024-10,Huizhou,惠州,23.11,114.42,33.8,18.3,31.9,7.2,11.7,0.6,84.8
2024-10,Jiangmen,江门,22.58,113.08,50.1,24.2,44.4,7.3,23.9,0.6,99.9
2024-10,Shenzhen,深圳,22.54,114.06,36.0,17.7,34.6,6.9,16.7,0.5,87.4
2024-10,Zhaoqing,肇庆,23.05,112.47,40.6,22.7,34.6,7.1,19.1,0.5,90.0
2024-10,Zhongshan,中山,22.52,113.38,44.2,20.1,38.5,6.1,21.6,0.5,96.3
2024-10,Zhuhai,珠海,22.27,113.58,44.2,20.4,38.9,7.6,18.8,0.5,97.1
2024-11,Dongguan,东莞,23.02,113.75,36.6,21.4,37.2,8.4,24.9,0.6,58.0
2024-11,Foshan,佛山,23.02,113.12,40.2,23.3,40.5,9.1,32.7,0.6,61.5
2024-11,Guangzhou,广州,23.13,113.26,37.5,22.1,38.0,7.0,25.8,0.6,61.8
2024-11,Huizhou,惠州,23.11,114.42,35.5,20.9,35.6,7.2,15.5,0.6,62.8
2024-11,Jiangmen,江门,22.58,113.08,46.3,26.3,47.4,7.4,35.5,0.6,64.5
2024-11,Shenzhen,深圳,22.54,114.06,38.6,20.9,39.3,6.5,24.8,0.6,64.3
2024-11,Zhaoqing,肇庆,23.05,112.47,35.8,21.1,34.6,7.4,22.7,0.5,66.9
2024-11,Zhongshan,中山,22.52,113.38,44.2,24.3,43.1,6.2,34.2,0.5,60.3
2024-11,Zhuhai,珠海,22.27,113.58,43.9,23.2,42.8,6.5,28.0,0.5,70.4
2024-12,Dongguan,东莞,23.02,113.75,53.1,35.2,57.6,8.3,36.1,0.7,65.6
2024-12,Foshan,佛山,23.02,113.12,65.8,45.2,73.0,10.7,50.0,0.8,60.1
2024-12,Guangzhou,广州,23.13,113.26,57.6,38.5,62.4,7.7,38.0,0.7,64.2
2024-12,Huizhou,惠州,23.11,114.42,51.1,33.2,53.7,9.2,21.7,0.6,74.0
2024-12,Jiangmen,江门,22.58,113.08,66.8,43.7,72.7,8.7,47.9,0.7,63.7
2024-12,Shenzhen,深圳,22.54,114.06,52.4,32.5,56.5,7.4,33.8,0.7,75.0
2024-12,Zhaoqing,肇庆,23.05,112.47,56.6,38.5,58.4,7.4,34.2,0.6,71.5
2024-12,Zhongshan,中山,22.52,113.38,62.1,41.6,65.1,6.1,45.0,0.6,59.8
2024-12,Zhuhai,珠海,22.27,113.58,60.9,39.6,67.2,7.8,38.9,0.6,70.3
