date,city,city_zh,lat,lon,AQI,PM2.5,PM10,SO2,NO2,CO,O3
2022-01,Shenzhen,深圳,22.54,114.06,42.3,26.2,42.5,5.2,28.3,0.7,57.2
2022-01,Zhaoqing,肇庆,23.05,112.47,47.4,32.4,48.8,8.6,33.8,0.9,45.3
2022-01,Zhongshan,中山,22.52,113.38,52.2,34.9,55.7,5.2,44.2,0.8,40.8
2022-01,Zhuhai,珠海,22.27,113.58,47.1,28.5,50.1,8.2,36.4,0.7,56.1
2022-02,Dongguan,东莞,23.02,113.75,28.4,16.5,24.2,7.1,21.3,0.8,49.7
2022-02,Foshan,佛山,23.02,113.12,26.3,16.4,24.9,4.7,25.4,0.7,38.7
2022-02,Guangzhou,广州,23.13,113.26,25.7,15.5,24.5,6.0,22.4,0.8,40.8
2022-02,Huizhou,惠州,23.11,114.42,22.1,12.4,17.7,2.9,11.8,0.6,50.8
2022-02,Jiangmen,江门,22.58,113.08,30.4,18.9,28.5,6.4,26.5,0.7,45.7
2022-02,Shenzhen,深圳,22.54,114.06,22.8,11.3,18.6,4.7,15.2,0.7,54.9
2022-02,Zhaoqing,肇庆,23.05,112.47,23.8,13.5,18.7,7.0,20.3,0.7,41.3
2022-02,Zhongshan,中山,22.52,113.38,29.5,18.9,26.1,4.6,22.5,0.7,45.7
2022-02,Zhuhai,珠海,22.27,113.58,26.8,15.3,25.0,7.6,21.5,0.7,49.4
2022-03,Dongguan,东莞,23.02,113.75,41.6,21.0,37.2,7.8,29.5,0.7,69.2
2022-03,Foshan,佛山,23.02,113.12,45.6,24.9,47.9,6.2,38.0,0.7,53.1
2022-03,Guangzhou,广州,23.13,113.26,43.5,23.1,44.7,7.0,39.0,0.8,50.5
2022-03,Huizhou,惠州,23.11,114.42,36.8,18.5,35.8,4.6,20.0,0.6,70.6
2022-03,Jiangmen,江门,22.58,113.08,44.0,23.7,43.9,7.2,29.2,0.6,61.6
2022-03,Shenzhen,深圳,22.54,114.06,32.9,16.4,30.5,4.7,21.4,0.6,66.5
2022-03,Zhaoqing,肇庆,23.05,112.47,41.5,24.8,40.7,10.8,30.7,0.7,54.9
2022-03,Zhongshan,中山,22.52,113.38,38.4,21.5,37.9,5.1,23.1,0.5,60.5
2022-03,Zhuhai,珠海,22.27,113.58,36.2,20.2,32.4,8.2,22.9,0.5,71.3
2022-04,Dongguan,东莞,23.02,113.75,46.9,22.5,41.8,8.5,28.1,0.7,76.4
2022-04,Foshan,佛山,23.02,113.12,45.5,23.3,45.7,7.0,29.9,0.7,71.1
2022-04,Guangzhou,广州,23.13,113.26,46.0,23.5,45.3,7.3,31.2,0.7,67.5
2022-04,Huizhou,惠州,23.11,114.42,37.3,17.2,36.9,4.4,16.6,0.6,75.6
2022-04,Jiangmen,江门,22.58,113.08,45.0,21.0,44.4,7.9,26.5,0.5,70.0
2022-04,Shenzhen,深圳,22.54,114.06,33.9,16.6,33.2,5.0,20.5,0.6,68.4
2022-04,Zhaoqing,肇庆,23.05,112.47,41.6,23.1,38.0,11.2,22.4,0.7,74.5
2022-04,Zhongshan,中山,22.52,113.38,37.9,19.0,36.2,4.4,20.6,0.5,67.5
2022-04,Zhuhai,珠海,22.27,113.58,32.6,16.8,31.0,8.9,17.7,0.5,70.6
2022-05,Dongguan,东莞,23.02,113.75,41.2,19.6,34.5,6.9,26.0,0.7,72.1
2022-05,Foshan,佛山,23.02,113.12,40.3,20.5,37.0,6.3,28.9,0.7,63.0
2022-05,Guangzhou,广州,23.13,113.26,39.0,20.4,36.5,6.4,29.5,0.7,57.1
2022-05,Huizhou,惠州,23.11,114.42,29.5,14.4,27.2,4.0,14.0,0.5,67.6
2022-05,Jiangmen,江门,22.58,113.08,37.0,17.5,34.2,6.0,24.3,0.6,66.0
2022-05,Shenzhen,深圳,22.54,114.06,27.7,12.9,24.3,4.6,18.3,0.5,64.7
2022-05,Zhaoqing,肇庆,23.05,112.47,44.0,25.9,39.4,9.8,24.3,0.7,69.2
2022-05,Zhongshan,中山,22.52,113.38,31.5,15.2,28.4,3.7,18.2,0.6,64.5
2022-05,Zhuhai,珠海,22.27,113.58,27.2,13.4,21.6,7.9,14.7,0.5,74.0
2022-06,Dongguan,东莞,23.02,113.75,22.2,8.8,20.0,5.4,19.5,0.5,42.9
2022-06,Foshan,佛山,23.02,113.12,21.2,9.5,19.4,5.2,18.0,0.6,37.3
2022-06,Guangzhou,广州,23.13,113.26,25.0,11.2,23.8,5.7,23.2,0.6,37.1
2022-06,Huizhou,惠州,23.11,114.42,19.7,7.1,18.7,3.8,13.1,0.4,40.3
2022-06,Jiangmen,江门,22.58,113.08,22.9,8.9,22.0,5.3,13.8,0.4,37.0
2022-06,Shenzhen,深圳,22.54,114.06,18.5,6.7,17.7,4.7,15.5,0.5,33.5
2022-06,Zhaoqing,肇庆,23.05,112.47,23.5,11.6,21.0,9.2,13.2,0.6,43.3
2022-06,Zhongshan,中山,22.52,113.38,18.3,7.5,16.7,3.8,8.8,0.5,43.6
2022-06,Zhuhai,珠海,22.27,113.58,15.8,7.5,13.8,8.2,7.6,0.4,44.2
2022-07,Dongguan,东莞,23.02,113.75,36.8,15.0,28.0,6.6,20.8,0.6,76.2
2022-07,Foshan,佛山,23.02,113.12,30.1,15.2,26.4,5.6,17.0,0.5,62.5
2022-07,Guangzhou,广州,23.13,113.26,37.9,17.4,32.1,6.1,21.2,0.6,69.1
2022-07,Huizhou,惠州,23.11,114.42,29.4,11.5,26.3,3.8,11.8,0.4,65.1
2022-07,Jiangmen,江门,22.58,113.08,27.6,11.8,26.2,5.4,11.5,0.4,60.4
2022-07,Shenzhen,深圳,22.54,114.06,23.5,10.2,21.5,5.2,14.9,0.5,52.5
2022-07,Zhaoqing,肇庆,23.05,112.47,30.0,16.3,27.5,10.1,14.2,0.5,57.3
2022-07,Zhongshan,中山,22.52,113.38,24.5,11.3,22.3,4.5,7.8,0.5,62.7
2022-07,Zhuhai,珠海,22.27,113.58,20.5,10.8,17.0,7.7,6.0,0.4,58.8
2022-08,Dongguan,东莞,23.02,113.75,32.8,13.3,25.5,7.4,22.5,0.7,61.7
2022-08,Foshan,佛山,23.02,113.12,27.1,13.5,23.0,5.6,20.9,0.5,55.2
2022-08,Guangzhou,广州,23.13,113.26,30.4,14.2,26.8,5.6,22.7,0.6,57.2
2022-08,Huizhou,惠州,23.11,114.42,27.0,11.6,25.4,4.2,12.8,0.5,54.0
2022-08,Jiangmen,江门,22.58,113.08,27.5,10.6,24.8,5.3,15.7,0.5,57.0
2022-08,Shenzhen,深圳,22.54,114.06,24.9,10.6,23.3,5.4,17.6,0.6,45.5
2022-08,Zhaoqing,肇庆,23.05,112.47,29.3,14.4,24.9,9.6,16.6,0.5,60.7
2022-08,Zhongshan,中山,22.52,113.38,25.5,10.3,21.3,3.9,14.5,0.5,56.5
2022-08,Zhuhai,珠海,22.27,113.58,22.3,10.4,17.0,6.9,11.3,0.4,56.6
2022-09,Dongguan,东莞,23.02,113.75,55.3,27.2,47.2,10.2,25.1,0.8,110.4
2022-09,Foshan,佛山,23.02,113.12,55.7,29.2,49.9,7.3,27.0,0.7,100.0
2022-09,Guangzhou,广州,23.13,113.26,53.5,30.1,51.2,6.7,30.0,0.7,93.4
2022-09,Huizhou,惠州,23.11,114.42,49.6,26.5,51.1,5.8,16.8,0.7,101.3
2022-09,Jiangmen,江门,22.58,113.08,60.0,26.9,51.6,7.4,21.9,0.7,116.6
2022-09,Shenzhen,深圳,22.54,114.06,50.0,25.9,45.8,6.2,20.0,0.7,105.2
2022-09,Zhaoqing,肇庆,23.05,112.47,51.2,28.8,42.8,7.8,22.5,0.6,99.2
2022-09,Zhongshan,中山,22.52,113.38,57.9,25.0,47.5,5.9,21.4,0.6,117.2
2022-09,Zhuhai,珠海,22.27,113.58,51.8,24.6,41.8,6.8,18.0,0.5,114.9
2022-10,Dongguan,东莞,23.02,113.75,48.2,23.4,45.4,10.7,23.9,0.7,97.1
2022-10,Foshan,佛山,23.02,113.12,53.2,26.3,50.2,7.6,27.9,0.6,99.5
2022-10,Guangzhou,广州,23.13,113.26,51.6,27.0,51.0,7.1,29.1,0.6,92.7
2022-10,Huizhou,惠州,23.11,114.42,44.1,21.7,45.4,6.3,15.3,0.7,92.7
2022-10,Jiangmen,江门,22.58,113.08,56.7,25.1,51.3,7.6,26.3,0.6,105.1
2022-10,Shenzhen,深圳,22.54,114.06,41.9,19.9,41.5,6.7,16.6,0.6,90.6
2022-10,Zhaoqing,肇庆,23.05,112.47,49.0,25.2,43.3,9.9,26.5,0.5,101.6
2022-10,Zhongshan,中山,22.52,113.38,51.1,24.0,45.8,7.1,23.3,0.5,100.7
2022-10,Zhuhai,珠海,22.27,113.58,44.4,19.9,41.7,7.4,18.6,0.4,96.7
2022-11,Dongguan,东莞,23.02,113.75,35.8,20.6,35.3,8.5,28.9,0.8,54.4
2022-11,Foshan,佛山,23.02,113.12,36.1,21.5,35.9,6.2,32.4,0.7,46.8
2022-11,Guangzhou,广州,23.13,113.26,35.4,21.2,35.8,5.1,30.6,0.7,47.7
2022-11,Huizhou,惠州,23.11,114.42,29.8,14.9,28.5,4.8,16.4,0.5,56.0
2022-11,Jiangmen,江门,22.58,113.08,34.8,18.2,35.5,6.6,31.9,0.7,46.3
2022-11,Shenzhen,深圳,22.54,114.06,25.9,13.5,24.9,5.9,21.4,0.6,49.8
2022-11,Zhaoqing,肇庆,23.05,112.47,33.3,20.2,31.6,8.6,25.8,0.7,52.4
2022-11,Zhongshan,中山,22.52,113.38,31.7,16.8,30.2,5.5,29.7,0.6,42.7
2022-11,Zhuhai,珠海,22.27,113.58,24.9,14.8,23.2,7.1,22.9,0.5,52.5
2022-12,Dongguan,东莞,23.02,113.75,40.8,24.9,42.2,9.3,28.6,0.7,51.5
2022-12,Foshan,佛山,23.02,113.12,45.8,29.2,47.8,7.5,34.1,0.6,44.8
2022-12,Guangzhou,广州,23.13,113.26,44.8,27.5,46.7,6.5,29.2,0.7,49.5
2022-12,Huizhou,惠州,23.11,114.42,43.5,25.8,41.5,6.2,20.5,0.6,53.5
2022-12,Jiangmen,江门,22.58,113.08,50.1,28.9,53.9,7.5,37.8,0.7,48.6
2022-12,Shenzhen,深圳,22.54,114.06,42.5,23.8,43.8,6.1,27.5,0.6,51.4
2022-12,Zhaoqing,肇庆,23.05,112.47,44.6,28.7,45.1,9.4,28.1,0.6,53.6
2022-12,Zhongshan,中山,22.52,113.38,45.9,27.7,47.1,7.5,38.9,0.6,45.3
2022-12,Zhuhai,珠海,22.27,113.58,44.9,25.3,47.5,8.3,32.7,0.5,51.1
2023-01,Dongguan,东莞,23.02,113.75,41.3,26.2,41.3,8.4,18.5,0.6,59.6
2023-01,Foshan,佛山,23.02,113.12,43.1,28.2,42.2,5.8,22.9,0.6,51.8
2023-01,Guangzhou,广州,23.13,113.26,44.3,29.2,45.5,5.9,22.3,0.7,54.4
2023-01,Huizhou,惠州,23.11,114.42,44.3,28.2,43.6,4.8,14.3,0.6,58.6
2023-01,Jiangmen,江门,22.58,113.08,43.1,26.0,44.2,6.4,23.7,0.6,58.0
2023-01,Shenzhen,深圳,22.54,114.06,40.4,24.5,41.2,5.3,17.8,0.6,57.5
2023-01,Zhaoqing,肇庆,23.05,112.47,44.1,30.2,43.8,8.0,21.0,0.6,56.3
2023-01,Zhongshan,中山,22.52,113.38,43.1,28.0,41.5,4.9,23.6,0.5,54.6
2023-01,Zhuhai,珠海,22.27,113.58,42.3,25.1,43.4,5.8,21.1,0.5,60.1
2023-02,Dongguan,东莞,23.02,113.75,49.4,29.4,53.2,8.7,32.4,0.6,74.0
2023-02,Foshan,佛山,23.02,113.12,54.6,35.9,59.4,7.8,39.6,0.7,62.3
2023-02,Guangzhou,广州,23.13,113.26,53.0,34.9,58.2,6.3,38.6,0.8,59.3
2023-02,Huizhou,惠州,23.11,114.42,43.9,25.8,45.1,5.5,18.1,0.6,72.5
2023-02,Jiangmen,江门,22.58,113.08,57.3,34.4,59.0,7.1,32.8,0.7,74.8
2023-02,Shenzhen,深圳,22.54,114.06,39.0,21.1,40.7,5.9,21.0,0.7,74.1
2023-02,Zhaoqing,肇庆,23.05,112.47,51.8,33.8,52.0,9.0,32.8,0.6,62.0
2023-02,Zhongshan,中山,22.52,113.38,46.7,28.3,47.5,5.6,26.0,0.5,74.7
2023-02,Zhuhai,珠海,22.27,113.58,41.1,23.0,41.7,5.6,23.7,0.5,81.8
2023-03,Dongguan,东莞,23.02,113.75,48.1,25.9,53.4,9.2,29.5,0.6,74.3
2023-03,Foshan,佛山,23.02,113.12,51.0,29.0,56.3,7.1,35.5,0.7,67.6
2023-03,Guangzhou,广州,23.13,113.26,52.1,29.7,59.4,6.3,39.3,0.7,61.9
2023-03,Huizhou,惠州,23.11,114.42,45.2,24.9,49.2,6.4,20.5,0.6,80.8
2023-03,Jiangmen,江门,22.58,113.08,50.9,28.5,54.8,6.9,29.1,0.6,72.9
2023-03,Shenzhen,深圳,22.54,114.06,42.8,22.4,45.4,5.7,23.0,0.6,78.3
2023-03,Zhaoqing,肇庆,23.05,112.47,49.6,29.7,52.3,11.1,27.5,0.6,70.7
2023-03,Zhongshan,中山,22.52,113.38,45.9,26.6,46.5,5.6,24.1,0.5,73.0
2023-03,Zhuhai,珠海,22.27,113.58,42.1,22.7,43.7,4.8,23.2,0.5,81.1
2023-04,Dongguan,东莞,23.02,113.75,39.5,19.6,37.0,8.8,26.5,0.7,71.8
2023-04,Foshan,佛山,23.02,113.12,39.2,20.9,38.3,6.6,31.4,0.7,54.2
2023-04,Guangzhou,广州,23.13,113.26,39.9,21.2,38.8,5.6,31.9,0.7,57.7
2023-04,Huizhou,惠州,23.11,114.42,34.6,16.8,33.2,5.7,14.3,0.6,79.7
2023-04,Jiangmen,江门,22.58,113.08,39.9,20.0,37.6,6.7,23.8,0.6,65.7
2023-04,Shenzhen,深圳,22.54,114.06,36.4,17.4,34.7,5.6,19.6,0.7,76.4
2023-04,Zhaoqing,肇庆,23.05,112.47,37.0,21.2,35.5,8.4,25.4,0.6,54.5
2023-04,Zhongshan,中山,22.52,113.38,36.6,18.6,33.9,5.1,22.2,0.6,68.4
2023-04,Zhuhai,珠海,22.27,113.58,38.1,19.7,35.0,5.4,18.3,0.5,84.6
2023-05,Dongguan,东莞,23.02,113.75,38.8,19.8,37.3,8.9,20.2,0.6,77.6
2023-05,Foshan,佛山,23.02,113.12,40.3,20.9,39.1,6.1,25.5,0.7,66.4
2023-05,Guangzhou,广州,23.13,113.26,41.0,22.2,41.2,5.6,25.5,0.7,67.0
2023-05,Huizhou,惠州,23.11,114.42,36.0,17.5,35.4,6.1,12.9,0.6,75.3
2023-05,Jiangmen,江门,22.58,113.08,42.1,20.6,40.5,5.9,17.6,0.6,72.7
2023-05,Shenzhen,深圳,22.54,114.06,36.4,18.1,35.4,5.2,17.7,0.6,71.0
2023-05,Zhaoqing,肇庆,23.05,112.47,41.4,23.7,41.1,10.0,22.0,0.5,68.1
2023-05,Zhongshan,中山,22.52,113.38,38.2,19.7,34.6,4.3,14.8,0.5,76.6
2023-05,Zhuhai,珠海,22.27,113.58,36.5,19.4,31.9,6.2,13.1,0.4,82.8
2023-06,Dongguan,东莞,23.02,113.75,28.6,12.8,23.6,7.4,18.5,0.6,61.0
2023-06,Foshan,佛山,23.02,113.12,30.7,14.3,25.1,5.1,21.8,0.6,59.6
2023-06,Guangzhou,广州,23.13,113.26,29.0,14.0,26.0,5.2,21.5,0.7,56.4
2023-06,Huizhou,惠州,23.11,114.42,21.9,9.5,20.2,4.6,10.7,0.6,49.9
2023-06,Jiangmen,江门,22.58,113.08,28.0,12.9,25.1,4.7,14.5,0.5,56.0
2023-06,Shenzhen,深圳,22.54,114.06,19.4,8.7,18.2,4.6,15.2,0.6,41.6
2023-06,Zhaoqing,肇庆,23.05,112.47,33.9,16.7,28.7,12.1,19.0,0.5,64.9
2023-06,Zhongshan,中山,22.52,113.38,24.3,10.7,20.0,4.9,10.3,0.4,58.5
2023-06,Zhuhai,珠海,22.27,113.58,19.1,9.0,14.7,5.8,9.0,0.4,57.0
2023-07,Dongguan,东莞,23.02,113.75,26.2,10.8,21.9,8.0,17.1,0.7,58.1
2023-07,Foshan,佛山,23.02,113.12,25.0,11.6,21.0,6.2,15.4,0.5,56.0
2023-07,Guangzhou,广州,23.13,113.26,28.9,13.2,25.7,5.9,18.3,0.6,59.7
2023-07,Huizhou,惠州,23.11,114.42,23.9,9.7,22.9,3.7,12.3,0.6,50.0
2023-07,Jiangmen,江门,22.58,113.08,26.3,11.6,23.6,5.6,11.6,0.5,57.5
2023-07,Shenzhen,深圳,22.54,114.06,21.9,9.3,21.3,5.2,16.5,0.6,40.1
2023-07,Zhaoqing,肇庆,23.05,112.47,23.7,11.6,20.5,10.4,13.6,0.4,53.4
2023-07,Zhongshan,中山,22.52,113.38,24.4,10.3,19.3,5.9,8.4,0.4,60.0
2023-07,Zhuhai,珠海,22.27,113.58,22.0,9.4,18.5,5.0,8.8,0.4,56.7
2023-08,Dongguan,东莞,23.02,113.75,31.0,14.4,27.0,7.7,21.5,0.7,56.2
2023-08,Foshan,佛山,23.02,113.12,27.5,14.4,23.6,5.8,19.6,0.6,57.6
2023-08,Guangzhou,广州,23.13,113.26,31.1,15.3,28.8,5.7,22.6,0.7,56.6
2023-08,Huizhou,惠州,23.11,114.42,27.4,12.3,25.8,3.9,15.6,0.6,51.5
2023-08,Jiangmen,江门,22.58,113.08,28.9,13.9,27.0,5.9,14.6,0.5,55.3
2023-08,Shenzhen,深圳,22.54,114.06,26.2,12.2,25.9,5.5,20.3,0.6,38.1
2023-08,Zhaoqing,肇庆,23.05,112.47,29.0,14.7,25.0,9.6,15.5,0.5,58.2
2023-08,Zhongshan,中山,22.52,113.38,24.9,11.8,22.1,4.5,12.2,0.4,53.6
2023-08,Zhuhai,珠海,22.27,113.58,20.6,10.6,19.0,5.5,11.1,0.5,52.0
2023-09,Dongguan,东莞,23.02,113.75,29.7,15.2,27.3,7.0,22.9,0.7,52.4
2023-09,Foshan,佛山,23.02,113.12,27.8,14.4,24.6,5.9,24.2,0.6,54.1
2023-09,Guangzhou,广州,23.13,113.26,29.1,16.1,27.5,5.8,24.1,0.7,52.3
2023-09,Huizhou,惠州,23.11,114.42,25.6,12.6,23.6,5.0,12.2,0.5,57.6
2023-09,Jiangmen,江门,22.58,113.08,30.1,14.5,26.8,6.1,18.9,0.5,59.8
2023-09,Shenzhen,深圳,22.54,114.06,23.1,11.4,22.2,5.4,18.2,0.6,49.2
2023-09,Zhaoqing,肇庆,23.05,112.47,29.2,15.9,26.5,7.4,20.0,0.5,59.1
2023-09,Zhongshan,中山,22.52,113.38,25.3,12.2,21.2,5.2,15.9,0.4,56.1
2023-09,Zhuhai,珠海,22.27,113.58,22.7,10.4,18.6,6.5,13.5,0.5,58.4
2023-10,Dongguan,东莞,23.02,113.75,38.0,22.3,35.8,6.9,21.5,0.8,67.0
2023-10,Foshan,佛山,23.02,113.12,41.2,25.3,39.0,6.5,29.0,0.7,67.9
2023-10,Guangzhou,广州,23.13,113.26,38.8,24.2,37.9,5.6,26.9,0.7,62.9
2023-10,Huizhou,惠州,23.11,114.42,34.3,19.8,33.2,6.5,13.3,0.7,67.6
2023-10,Jiangmen,江门,22.58,113.08,43.8,25.2,41.4,6.5,27.7,0.7,73.8
2023-10,Shenzhen,深圳,22.54,114.06,34.0,18.5,33.3,5.7,18.1,0.7,70.1
2023-10,Zhaoqing,肇庆,23.05,112.47,37.5,23.5,34.3,8.0,22.2,0.6,70.0
2023-10,Zhongshan,中山,22.52,113.38,41.1,23.1,35.9,4.2,23.0,0.5,76.8
2023-10,Zhuhai,珠海,22.27,113.58,34.8,18.3,31.6,6.4,17.8,0.6,82.6
2023-11,Dongguan,东莞,23.02,113.75,52.3,29.4,56.6,7.6,34.0,0.7,64.9
2023-11,Foshan,佛山,23.02,113.12,56.2,33.4,61.7,8.1,41.2,0.7,61.5
2023-11,Guangzhou,广州,23.13,113.26,52.1,30.9,57.3,6.4,39.3,0.7,58.6
2023-11,Huizhou,惠州,23.11,114.42,48.8,26.0,53.5,7.7,21.8,0.7,68.3
2023-11,Jiangmen,江门,22.58,113.08,61.7,35.9,67.0,8.2,42.2,0.7,67.7
2023-11,Shenzhen,深圳,22.54,114.06,48.3,25.2,53.2,4.2,29.2,0.7,70.7
2023-11,Zhaoqing,肇庆,23.05,112.47,51.4,32.6,54.0,11.1,34.4,0.6,63.6
2023-11,Zhongshan,中山,22.52,113.38,54.4,31.9,57.5,5.6,37.4,0.6,68.3
2023-11,Zhuhai,珠海,22.27,113.58,52.1,27.7,57.2,7.2,29.3,0.5,80.8
2023-12,Dongguan,东莞,23.02,113.75,50.4,31.9,54.8,8.9,39.3,0.8,44.7
2023-12,Foshan,佛山,23.02,113.12,53.7,34.0,59.4,8.0,46.7,0.7,35.9
2023-12,Guangzhou,广州,23.13,113.26,52.1,33.6,58.3,6.8,45.3,0.8,37.4
2023-12,Huizhou,惠州,23.11,114.42,45.4,26.4,48.9,7.7,26.1,0.7,49.3
2023-12,Jiangmen,江门,22.58,113.08,54.7,35.2,58.4,8.9,45.3,0.7,44.6
2023-12,Shenzhen,深圳,22.54,114.06,47.5,26.7,51.3,5.0,34.9,0.7,50.7
2023-12,Zhaoqing,肇庆,23.05,112.47,46.9,31.7,49.6,10.9,35.9,0.7,43.0
2023-12,Zhongshan,中山,22.52,113.38,51.9,33.3,54.3,5.8,44.8,0.6,40.5
2023-12,Zhuhai,珠海,22.27,113.58,52.3,30.5,58.3,8.1,40.2,0.6,53.1
2024-01,Dongguan,东莞,23.02,113.75,54.4,34.4,59.9,9.0,39.1,0.8,65.5
2024-01,Foshan,佛山,23.02,113.12,55.7,36.5,63.8,7.7,42.3,0.7,55.5
2024-01,Guangzhou,广州,23.13,113.26,54.6,36.7,62.1,6.5,43.1,0.8,53.8
2024-01,Huizhou,惠州,23.11,114.42,49.4,29.9,53.6,7.6,25.4,0.7,70.7
2024-01,Jiangmen,江门,22.58,113.08,54.8,35.3,59.0,8.0,40.5,0.7,60.4
2024-01,Shenzhen,深圳,22.54,114.06,46.1,26.6,48.3,4.8,28.3,0.6,68.1
2024-01,Zhaoqing,肇庆,23.05,112.47,52.0,35.8,53.5,8.3,34.4,0.7,59.6
2024-01,Zhongshan,中山,22.52,113.38,50.6,32.1,51.4,5.2,38.6,0.6,55.2
2024-01,Zhuhai,珠海,22.27,113.58,47.1,27.8,50.1,6.9,30.6,0.5,64.6
2024-02,Dongguan,东莞,23.02,113.75,33.5,20.5,32.1,7.5,17.3,0.8,45.1
2024-02,Foshan,佛山,23.02,113.12,33.1,19.6,32.4,6.8,18.7,0.7,39.7
2024-02,Guangzhou,广州,23.13,113.26,34.9,21.7,33.5,5.6,21.6,0.7,38.9
2024-02,Huizhou,惠州,23.11,114.42,32.7,19.8,31.5,6.5,11.4,0.6,55.5
2024-02,Jiangmen,江门,22.58,113.08,36.2,22.4,36.0,6.6,18.9,0.6,44.7
2024-02,Shenzhen,深圳,22.54,114.06,32.8,19.4,31.8,4.3,14.6,0.6,51.9
2024-02,Zhaoqing,肇庆,23.05,112.47,30.8,19.9,29.1,5.9,18.8,0.7,41.4
2024-02,Zhongshan,中山,22.52,113.38,36.3,23.7,34.3,5.2,18.8,0.5,42.1
2024-02,Zhuhai,珠海,22.27,113.58,36.7,22.0,37.1,5.9,19.9,0.5,43.6
2024-03,Dongguan,东莞,23.02,113.75,46.0,24.9,49.5,8.2,27.2,0.7,62.9
2024-03,Foshan,佛山,23.02,113.12,46.7,25.3,50.8,7.0,34.1,0.7,48.1
2024-03,Guangzhou,广州,23.13,113.26,45.5,25.3,49.5,6.0,35.0,0.7,50.8
2024-03,Huizhou,惠州,23.11,114.42,43.4,23.2,45.7,7.5,18.5,0.6,70.5
2024-03,Jiangmen,江门,22.58,113.08,49.6,28.9,52.2,7.3,31.6,0.7,58.6
2024-03,Shenzhen,深圳,22.54,114.06,43.8,23.0,46.0,5.3,22.1,0.6,68.9
2024-03,Zhaoqing,肇庆,23.05,112.47,51.1,31.4,53.9,7.8,32.8,0.7,46.3
2024-03,Zhongshan,中山,22.52,113.38,45.1,25.3,45.5,5.9,25.0,0.5,64.5
2024-03,Zhuhai,珠海,22.27,113.58,44.6,23.5,44.9,5.8,20.6,0.5,70.7
2024-04,Dongguan,东莞,23.02,113.75,33.0,18.2,29.8,7.8,21.3,0.7,50.8
2024-04,Foshan,佛山,23.02,113.12,34.6,19.8,34.2,6.6,27.2,0.6,37.4
2024-04,Guangzhou,广州,23.13,113.26,34.0,19.8,33.5,5.5,29.5,0.7,42.0
2024-04,Huizhou,惠州,23.11,114.42,32.9,16.6,29.0,4.9,13.9,0.6,61.9
2024-04,Jiangmen,江门,22.58,113.08,34.7,19.0,34.4,5.2,18.5,0.5,46.2
2024-04,Shenzhen,深圳,22.54,114.06,31.0,16.0,28.5,5.1,17.8,0.5,50.3
2024-04,Zhaoqing,肇庆,23.05,112.47,38.7,24.5,37.8,8.2,24.6,0.6,40.9
2024-04,Zhongshan,中山,22.52,113.38,29.4,16.5,28.5,4.9,15.2,0.4,46.9
2024-04,Zhuhai,珠海,22.27,113.58,27.4,15.3,26.4,6.1,10.2,0.4,56.1
2024-05,Dongguan,东莞,23.02,113.75,36.2,17.7,30.6,7.8,21.7,0.8,79.1
2024-05,Foshan,佛山,23.02,113.12,37.7,18.3,32.7,6.2,29.7,0.6,70.9
2024-05,Guangzhou,广州,23.13,113.26,33.8,17.3,29.9,5.5,26.4,0.7,68.9
2024-05,Huizhou,惠州,23.11,114.42,30.1,13.2,25.1,5.4,11.1,0.6,82.1
2024-05,Jiangmen,江门,22.58,113.08,41.8,18.7,34.9,5.3,24.8,0.6,82.1
2024-05,Shenzhen,深圳,22.54,114.06,30.9,13.8,27.3,4.9,17.1,0.6,79.1
2024-05,Zhaoqing,肇庆,23.05,112.47,37.7,19.3,31.7,7.0,26.4,0.5,68.8
2024-05,Zhongshan,中山,22.52,113.38,36.7,16.0,29.3,5.4,22.7,0.5,78.9
2024-05,Zhuhai,珠海,22.27,113.58,34.1,15.0,28.7,6.7,15.6,0.5,84.9
2024-06,Dongguan,东莞,23.02,113.75,22.6,10.0,21.0,6.0,15.0,0.7,44.9
2024-06,Foshan,佛山,23.02,113.12,21.9,11.1,20.3,5.8,20.8,0.6,41.4
2024-06,Guangzhou,广州,23.13,113.26,23.3,11.4,22.3,4.9,22.2,0.6,41.0
2024-06,Huizhou,惠州,23.11,114.42,20.0,8.2,17.1,4.8,9.0,0.5,48.2
2024-06,Jiangmen,江门,22.58,113.08,24.0,10.8,23.3,4.6,13.3,0.5,45.1
2024-06,Shenzhen,深圳,22.54,114.06,20.1,8.2,18.3,4.9,12.5,0.5,41.9
2024-06,Zhaoqing,肇庆,23.05,112.47,22.4,10.7,20.3,7.2,16.2,0.4,46.1
2024-06,Zhongshan,中山,22.52,113.38,21.0,9.2,19.6,5.9,11.8,0.4,44.6
2024-06,Zhuhai,珠海,22.27,113.58,20.4,10.2,19.3,5.3,9.0,0.4,46.5
2024-07,Dongguan,东莞,23.02,113.75,22.5,7.9,19.0,5.8,14.9,0.6,46.7
2024-07,Foshan,佛山,23.02,113.12,20.5,8.9,17.4,6.1,18.2,0.5,45.3
2024-07,Guangzhou,广州,23.13,113.26,23.5,10.0,20.6,5.2,18.9,0.6,47.4
2024-07,Huizhou,惠州,23.11,114.42,19.1,7.1,15.8,4.4,8.7,0.5,45.8
2024-07,Jiangmen,江门,22.58,113.08,20.0,7.9,18.7,4.7,12.7,0.4,42.3
2024-07,Shenzhen,深圳,22.54,114.06,15.5,5.6,14.8,5.1,11.0,0.5,36.1
